Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	49.126	19.787	4.666	2.334	918.737	-0.719
0.002	49.126	19.775	4.682	2.326	917.518	-0.720
0.004	49.120	19.799	4.707	2.334	916.300	-0.720
0.005	49.114	19.787	4.715	2.343	915.081	-0.721
0.007	49.114	19.805	4.731	2.334	913.863	-0.720
0.009	49.102	19.811	4.764	2.343	910.207	-0.719
0.011	49.114	19.799	4.764	2.318	910.207	-0.720
0.013	49.102	19.817	4.780	2.326	906.552	-0.720
0.014	49.096	19.805	4.789	2.334	905.333	-0.721
0.016	49.096	19.817	4.805	2.343	905.333	-0.719
0.018	49.090	19.830	4.821	2.326	907.770	-0.720
0.020	49.084	19.830	4.830	2.343	910.207	-0.720
0.022	49.078	19.836	4.854	2.343	915.081	-0.719
0.023	49.072	19.830	4.862	2.343	923.611	-0.721
0.025	49.078	19.842	4.879	2.351	927.266	-0.720
0.027	49.078	19.848	4.895	2.334	926.048	-0.719
0.029	49.066	19.836	4.903	2.326	924.829	-0.719
0.031	3.787	19.854	4.887	2.334	916.300	-0.719
0.032	-0.268	19.842	4.846	2.334	924.829	-0.718
0.034	-0.390	19.854	4.821	2.343	915.081	-0.721
0.036	-0.396	19.860	4.780	2.343	918.737	-0.719
0.038	-0.396	19.854	4.756	2.334	915.081	-0.721
0.040	-0.396	19.872	4.723	2.343	912.644	-0.720
0.041	-0.390	19.860	4.699	2.334	912.644	-0.722
0.043	-0.384	19.872	4.666	2.343	911.426	-0.720
0.045	-0.390	19.878	4.641	2.343	908.989	-0.719
0.047	-0.396	19.872	4.625	2.343	907.770	-0.720
0.049	-0.384	19.878	4.600	2.343	898.022	-0.720
0.050	-0.384	19.878	4.567	2.343	904.115	-0.720
0.052	-0.384	19.884	4.543	2.326	911.426	-0.721
0.054	-0.390	19.890	4.527	2.326	913.863	-0.720
0.056	-0.377	19.878	4.502	2.343	923.611	-0.719
0.058	-0.377	19.903	4.461	2.343	924.829	-0.720
0.059	-0.371	19.890	4.445	2.343	923.611	-0.720
0.061	-0.371	19.909	4.428	2.343	922.392	-0.719
0.063	-0.371	19.915	4.412	2.343	919.955	-0.721
0.065	-0.371	19.909	4.387	2.343	918.737	-0.721
0.067	-0.371	19.915	4.371	2.343	917.518	-0.722
0.068	-0.365	19.897	4.355	2.343	916.300	-0.719
0.070	-0.371	19.921	4.314	2.334	911.426	-0.719
0.072	-0.365	19.927	4.297	2.359	910.207	-0.719
0.074	-0.365	19.921	4.281	2.343	908.989	-0.719
0.076	-0.359	19.945	4.264	2.343	907.770	-0.719
0.077	-0.359	19.921	4.232	2.343	907.770	-0.719
0.079	-0.359	19.945	4.207	2.343	904.115	-0.719
0.081	-0.365	19.933	4.207	2.351	910.207	-0.719
0.083	-0.347	19.927	4.174	2.343	905.333	-0.719
0.085	-0.347	19.945	4.158	2.343	912.644	-0.719
0.086	-0.353	19.927	4.125	2.334	918.737	-0.719
0.088	-0.353	19.951	4.117	2.343	924.829	-0.720
0.090	-0.347	19.945	4.101	2.351	926.048	-0.719
0.092	-0.341	19.951	4.076	2.343	924.829	-0.719
0.094	-0.341	19.964	4.068	2.351	923.611	-0.719
0.095	-0.347	19.939	4.035	2.334	921.174	-0.718
0.097	-0.329	19.957	4.019	2.334	921.174	-0.718
0.099	-0.347	19.957	4.002	2.343	917.518	-0.718
0.101	-0.335	19.957	3.978	2.334	916.300	-0.716
0.103	-0.335	19.970	3.953	2.334	913.863	-0.718
0.104	-0.341	19.945	3.937	2.343	911.426	-0.718
0.106	-0.335	19.970	3.929	2.343	912.644	-0.718
0.108	-0.335	19.964	3.920	2.343	910.207	-0.718
0.110	-0.329	19.970	3.888	2.334	906.552	-0.718
0.112	-0.323	19.994	3.879	2.343	906.552	-0.715
0.113	-0.323	19.970	3.847	2.334	902.896	-0.716
0.115	-0.335	19.994	3.822	2.343	905.333	-0.718
0.117	-0.329	19.982	3.814	2.334	913.863	-0.718
0.119	-0.329	19.994	3.798	2.343	921.174	-0.715
0.121	-0.323	20.000	3.773	2.343	924.829	-0.716
0.122	-0.323	19.988	3.748	2.343	924.829	-0.718
0.124	-0.317	20.006	3.748	2.343	922.392	-0.719
0.126	-0.311	20.000	3.724	2.343	923.611	-0.718
0.128	-0.304	20.024	3.699	2.351	919.955	-0.718
0.130	-0.317	20.018	3.683	2.343	915.081	-0.716
0.131	-0.311	20.012	3.666	2.343	916.300	-0.719
0.133	-0.311	20.018	3.658	2.359	913.863	-0.718
0.135	-0.304	20.024	3.626	2.334	913.863	-0.716
0.137	-0.304	20.018	3.617	2.334	911.426	-0.716
0.139	-0.304	20.030	3.601	2.343	907.770	-0.715
0.140	-0.304	20.030	3.576	2.343	907.770	-0.718
0.142	-0.298	20.049	3.552	2.343	905.333	-0.715
0.144	-0.311	20.037	3.552	2.343	906.552	-0.718
0.146	-0.292	20.037	3.535	2.334	905.333	-0.715
0.148	-0.298	20.055	3.511	2.343	907.770	-0.716
0.149	-0.298	20.049	3.494	2.334	916.300	-0.715
0.151	-0.298	20.061	3.486	2.343	921.174	-0.715
0.153	-0.286	20.049	3.470	2.343	927.266	-0.714
0.155	-0.292	20.073	3.445	2.343	924.829	-0.713
0.157	-0.286	20.067	3.429	2.334	922.392	-0.716
0.158	-0.286	20.067	3.413	2.334	922.392	-0.713
0.160	-0.286	20.079	3.396	2.351	922.392	-0.714
0.162	-0.286	20.061	3.388	2.343	919.955	-0.715
0.164	-0.292	20.067	3.355	2.334	917.518	-0.714
0.166	-0.274	20.073	3.339	2.343	915.081	-0.715
0.167	-0.274	20.073	3.322	2.343	912.644	-0.714
0.169	-0.274	20.073	3.306	2.343	912.644	-0.714
0.171	-0.286	20.061	3.290	2.334	910.207	-0.713
0.173	-0.280	20.085	3.282	2.351	907.770	-0.711
0.175	-0.274	20.085	3.265	2.334	905.333	-0.714
0.176	-0.268	20.079	3.249	2.343	901.678	-0.713
0.178	-0.268	20.085	3.241	2.334	902.896	-0.711
0.180	-0.274	20.073	3.224	2.334	911.426	-0.713
0.182	-0.274	20.091	3.200	2.334	916.300	-0.713
0.184	-0.268	20.091	3.183	2.343	921.174	-0.713
0.185	-0.268	20.097	3.167	2.343	924.829	-0.713
0.187	-0.268	20.110	3.142	2.351	924.829	-0.711
0.189	-0.256	20.091	3.134	2.334	922.392	-0.711
0.191	-0.256	20.122	3.126	2.334	919.955	-0.713
0.193	-0.250	20.110	3.101	2.343	919.955	-0.713
0.194	-0.256	20.110	3.085	2.334	916.300	-0.713
0.196	-0.256	20.110	3.077	2.343	916.300	-0.711
0.198	-0.256	20.104	3.052	2.351	915.081	-0.713
0.200	-0.262	20.116	3.036	2.351	911.426	-0.713
0.202	-0.256	20.110	3.036	2.343	910.207	-0.713
0.203	-0.256	20.110	3.003	2.343	908.989	-0.711
0.205	-0.256	20.122	2.987	2.351	907.770	-0.713
0.207	-0.244	20.097	2.978	2.343	906.552	-0.714
0.209	-0.250	20.116	2.962	2.343	904.115	-0.711
0.211	-0.244	20.110	2.946	2.351	905.333	-0.710
0.212	-0.250	20.116	2.937	2.343	913.863	-0.711
0.214	-0.244	20.128	2.921	2.334	917.518	-0.711
0.216	-0.244	20.110	2.897	2.351	926.048	-0.710
0.218	-0.244	20.122	2.888	2.334	926.048	-0.710
0.220	-0.244	20.122	2.872	2.334	924.829	-0.709
0.221	-0.231	20.122	2.847	2.334	922.392	-0.709
0.223	-0.237	20.134	2.831	2.334	922.392	-0.710
0.225	-0.244	20.110	2.823	2.326	919.955	-0.710
0.227	-0.237	20.140	2.815	2.334	919.955	-0.711
0.229	-0.237	20.128	2.782	2.359	913.863	-0.711
0.230	15.069	20.134	2.815	2.334	904.115	-0.718
0.232	48.329	20.140	2.806	2.334	902.896	-0.709
0.234	49.400	20.116	2.856	2.343	915.081	-0.708
0.236	49.449	20.146	2.888	2.343	906.552	-0.710
0.238	49.467	20.134	2.913	2.343	910.207	-0.709
