Time (ms),Ch1 V,Ch2 V,Ch1 A,Ch2 A,RPM,Torque,range,J,,,,
933.496,40.408,0.006,0.98,0.01,1601.905,0.01,0,0.05183876763,0,,,
933.559,40.53,0,0.988,0.018,1582.41,0.011,0,0.05702264439,0,,,
933.621,40.578,0,0.988,0.002,1575.099,0.008,0,0.0414710141,0,,,
933.684,40.889,0,0.988,0.01,1592.157,0.008,0,0.0414710141,0,,,
933.746,41.126,0,0.988,0.018,1601.905,0.011,0,0.05702264439,0,,,
933.809,41.273,0.006,1.021,0.002,1583.628,0.011,0,0.05702264439,0,,,
933.871,41.406,0,1.029,-0.007,1575.099,0.011,0,0.05702264439,0,,,
933.934,41.571,0.006,1.078,0.002,1592.157,0.012,0,0.06220652115,0,,,
933.997,41.76,0.012,1.111,0.01,1597.031,0.011,0,0.05702264439,0,,,
934.059,41.802,0.006,1.135,-0.007,1577.536,0.013,0,0.06739039791,0,,,
934.122,41.79,0,1.176,0.01,1576.317,0.012,0,0.06220652115,0,,,
934.184,41.766,0.006,1.217,-0.007,1590.939,0.012,0,0.06220652115,0,,,
934.247,41.626,0.006,1.234,0.01,1593.376,0.012,0,0.06220652115,0,,,
934.309,41.376,0,1.258,0.01,1572.662,0.011,0,0.05702264439,0,,,
934.372,40.992,0.006,1.258,0.002,1577.536,0.012,0,0.06220652115,0,,,
934.434,40.609,0,1.275,0.01,1594.594,0.011,0,0.05702264439,0,,,
934.497,40.164,0,1.258,0.002,1588.502,0.01,0,0.05183876763,0,,,
934.56,39.732,0,1.225,0.002,1570.225,0.011,0,0.05702264439,0,,,
934.622,39.343,0,1.193,0.01,1579.973,0.011,0,0.05702264439,0,,,
934.685,38.983,-0.006,1.152,0.002,1594.594,0.007,0,0.03628713734,0,,,
934.747,38.697,-0.006,1.103,-0.007,1588.502,0.01,0,0.05183876763,0,,,
934.81,38.423,0,1.053,0.002,1570.225,0.008,0,0.0414710141,0,,,
934.872,38.253,-0.006,1.012,-0.007,1581.191,0.01,0,0.05183876763,0,,,
934.935,38.265,0.006,0.947,0.002,1594.594,0.008,0,0.0414710141,0,,,
934.997,40.323,0.012,0.898,0.002,1589.72,0.008,0,0.0414710141,0,,,
935.06,39.087,0,0.873,0.002,1570.225,0.01,0,0.05183876763,0,,,
935.122,39.288,0,0.849,0.01,1581.191,0.011,0,0.05702264439,0,,,
935.185,39.507,0,0.84,0.01,1597.031,0.006,0,0.03110326058,0,,,
935.248,39.72,0.006,0.832,0.002,1584.846,0.01,0,0.05183876763,0,,,
935.31,39.909,0,0.832,0.002,1569.006,0.008,0,0.0414710141,0,,,
935.373,40.037,0.006,0.849,0.002,1582.41,0.011,0,0.05702264439,0,,,
935.435,40.189,0,0.849,0.01,1597.031,0.01,0,0.05183876763,0,,,
935.498,40.323,0.006,0.865,0.002,1586.065,0.008,0,0.0414710141,0,,,
935.56,40.408,0.006,0.865,0.002,1566.569,0.008,0,0.0414710141,0,,,
935.623,40.438,-0.006,0.881,0.01,1584.846,0.01,0,0.05183876763,0,,,
935.685,40.426,0,0.873,0.01,1599.468,0.01,0,0.05183876763,0,,,
935.748,40.414,0.006,0.89,0.002,1586.065,0.01,0,0.05183876763,0,,,
935.811,40.402,0.006,0.898,0.002,1565.351,0.008,0,0.0414710141,0,,,
935.873,40.365,0,0.898,0.01,1583.628,0.01,0,0.05183876763,0,,,
935.936,40.335,0.006,0.89,-0.007,1600.687,0.008,0,0.0414710141,0,,,
935.998,40.329,0,0.898,0.002,1592.157,0.011,0,0.05702264439,0,,,
936.061,40.317,0.006,0.89,0.002,1575.099,0.011,0,0.05702264439,0,,,
936.123,40.292,0.006,0.881,0.01,1586.065,0.01,0,0.05183876763,0,,,
936.186,40.256,0.006,0.881,0.002,1599.468,0.01,0,0.05183876763,0,,,
936.248,40.201,0.006,0.873,0.002,1584.846,0.012,0,0.06220652115,0,,,
936.311,40.183,0.006,0.873,0.002,1573.88,0.011,0,0.05702264439,0,,,
936.373,40.262,0,0.865,0.01,1587.283,0.012,0,0.06220652115,0,,,
936.436,40.353,0.006,0.857,-0.007,1600.687,0.012,0,0.06220652115,0,,,
936.499,40.834,0,0.881,0.002,1586.065,0.011,0,0.05702264439,0,,,
936.561,40.986,0.006,0.898,0.002,1573.88,0.013,0,0.06739039791,0,,,
936.624,41.139,0,0.931,0.01,1588.502,0.012,0,0.06220652115,0,,,
936.686,41.26,0,0.963,-0.007,1603.124,0.011,0,0.05702264439,0,,,
936.749,41.394,0.006,0.996,0.002,1584.846,0.012,0,0.06220652115,0,,,
936.811,41.486,0,1.021,0.018,1575.099,0.012,0,0.06220652115,0,,,
936.874,41.528,0,1.045,0.01,1588.502,0.012,0,0.06220652115,0,,,
936.936,41.54,-0.012,1.078,0.002,1601.905,0.011,0,0.05702264439,0,,,
936.999,41.425,0.006,1.103,0.002,1582.41,0.011,0,0.05702264439,0,,,
937.062,41.187,0.006,1.119,0.002,1573.88,0.011,0,0.05702264439,0,,,
937.124,40.907,0,1.127,-0.007,1590.939,0.01,0,0.05183876763,0,,,
937.187,40.566,-0.006,1.127,0.002,1599.468,0.011,0,0.05702264439,0,,,
937.249,40.164,0.006,1.111,0.002,1582.41,0.01,0,0.05183876763,0,,,
937.312,39.757,0,1.094,0.01,1577.536,0.011,0,0.05702264439,0,,,
937.374,39.428,-0.006,1.062,0.002,1589.72,0.008,0,0.0414710141,0,,,
937.437,39.117,-0.012,1.029,0.002,1604.342,0.01,0,0.05183876763,0,,,
937.499,38.831,0,0.996,0.01,1586.065,0.01,0,0.05183876763,0,,,
937.562,38.569,0.006,0.939,0.01,1576.317,0.008,0,0.0414710141,0,,,
937.624,38.356,0.006,0.881,0.01,1592.157,0.008,0,0.0414710141,0,,,
937.687,38.241,0,0.832,0.002,1604.342,0.01,0,0.05183876763,0,,,
937.75,38.222,0,0.808,0.002,1586.065,0.01,0,0.05183876763,0,,,
937.812,38.892,0.006,0.783,0.01,1576.317,0.008,0,0.0414710141,0,,,
937.875,39.166,0.006,0.75,0.002,1592.157,0.01,0,0.05183876763,0,,,
937.937,39.391,0,0.75,0.01,1603.124,0.011,0,0.05702264439,0,,,
938,39.617,-0.006,0.742,0.01,1584.846,0.015,0,0.07775815144,0,,,
938.062,39.836,0.006,0.759,0.01,1577.536,0.011,0,0.05702264439,0,,,
938.125,40.037,0.006,0.75,-0.007,1589.72,0.01,0,0.05183876763,0,,,
938.187,40.213,0,0.767,0.002,1603.124,0.011,0,0.05702264439,0,,,
938.25,40.347,0,0.767,0.002,1584.846,0.012,0,0.06220652115,0,,,
938.313,40.457,0.006,0.791,0.01,1576.317,0.012,0,0.06220652115,0,,,
938.375,40.566,0,0.791,-0.007,1592.157,0.012,0,0.06220652115,0,,,
938.438,40.639,-0.006,0.808,-0.007,1604.342,0.012,0,0.06220652115,0,,,
938.5,40.621,0,0.816,0.002,1583.628,0.011,0,0.05702264439,0,,,
938.563,40.542,-0.006,0.816,0.002,1576.317,0.011,0,0.05702264439,0,,,
938.625,40.475,0,0.832,0.01,1592.157,0.01,0,0.05183876763,0,,,
938.688,40.42,0,0.824,0.002,1601.905,0.012,0,0.06220652115,0,,,
938.75,40.365,0,0.824,0.01,1584.846,0.012,0,0.06220652115,0,,,
938.813,40.341,0.006,0.824,0.018,1578.754,0.012,0,0.06220652115,0,,,
938.875,40.335,0,0.816,0.01,1594.594,0.011,0,0.05702264439,0,,,
938.938,40.298,0.006,0.808,0.002,1598.25,0.012,0,0.06220652115,0,,,
939.001,40.219,0,0.816,0.01,1577.536,0.012,0,0.06220652115,0,,,
939.063,40.207,0.006,0.832,0.01,1577.536,0.008,0,0.0414710141,0,,,
939.126,40.256,0.006,0.849,0.002,1593.376,0.012,0,0.06220652115,0,,,
939.188,40.341,0.006,0.84,0.01,1590.939,0.012,0,0.06220652115,0,,,
939.251,40.755,0.012,0.873,0.01,1571.443,0.013,0,0.06739039791,0,,,
939.313,40.901,0.006,0.89,0.002,1578.754,0.012,0,0.06220652115,0,,,
939.376,41.047,0,0.906,0.01,1595.813,0.012,0,0.06220652115,0,,,
939.438,41.303,0.006,0.939,-0.007,1586.065,0.012,0,0.06220652115,0,,,
939.501,41.37,0,0.98,-0.007,1567.788,0.012,0,0.06220652115,0,,,
939.564,41.406,0.006,1.004,0.002,1581.191,0.012,0,0.06220652115,0,,,
939.626,41.48,0,1.029,0.01,1595.813,0.012,0,0.06220652115,0,,,
939.689,41.449,0,1.053,0.002,1586.065,0.012,0,0.06220652115,0,,,
939.751,41.242,0,1.062,0.002,1566.569,0.013,0,0.06739039791,0,,,
939.814,29.145,0,0.816,0.002,1583.628,0.013,0,0.06739039791,0,,,
939.876,27.324,0,0.521,-0.007,1595.813,0.01,0,0.05183876763,0,,,
939.939,25.492,0.006,0.251,0.002,1584.846,0.011,0,0.05702264439,0,,,
940.001,36.633,0.006,0.03,0.002,1564.132,0.01,0,0.05183876763,0,,,
940.064,38.125,0,0.03,0.01,1583.628,0.011,0,0.05702264439,0,,,
940.126,38.685,0,0.03,-0.007,1598.25,0.012,0,0.06220652115,0,,,
940.189,38.971,0,0.021,0.002,1583.628,0.012,0,0.06220652115,0,,,
940.252,38.996,0.006,0.013,-0.007,1571.443,0.011,0,0.05702264439,0,,,
940.314,38.813,-0.006,0.021,0.002,1587.283,0.012,0,0.06220652115,0,,,
940.377,38.795,-0.006,0.013,-0.007,1599.468,0.011,0,0.05702264439,0,,,
940.439,38.88,0.006,0.013,-0.007,1578.754,0.013,0,0.06739039791,0,,,
940.502,38.685,0,0.021,0.002,1572.662,0.013,0,0.06739039791,0,,,
940.564,38.813,0,0.03,0.002,1588.502,0.011,0,0.05702264439,0,,,
940.627,38.898,0.006,0.013,0.01,1590.939,0.01,0,0.05183876763,0,,,
940.689,38.971,0,0.021,0.002,1566.569,0.008,0,0.0414710141,0,,,
940.752,38.971,0.006,0.03,0.002,1575.099,0.01,0,0.05183876763,0,,,
940.815,39.172,0.006,0.021,0.01,1588.502,0.011,0,0.05702264439,0,,,
940.877,39.215,0,0.021,0.01,1578.754,0.011,0,0.05702264439,0,,,
940.94,39.288,0,0.013,-0.007,1560.477,0.01,0,0.05183876763,0,,,
941.002,39.33,0,0.03,0.01,1575.099,0.008,0,0.0414710141,0,,,
941.065,39.373,0,0.021,0.018,1592.157,0.008,0,0.0414710141,0,,,
941.127,39.428,-0.006,0.021,0.002,1576.317,0.008,0,0.0414710141,0,,,
941.19,39.476,0,0.013,-0.007,1562.914,0.011,0,0.05702264439,0,,,
941.252,39.507,0,0.013,0.01,1579.973,0.008,0,0.0414710141,0,,,
941.315,39.537,0,0.021,0.01,1593.376,0.01,0,0.05183876763,0,,,
941.377,39.568,0.006,0.021,0.002,1570.225,0.01,0,0.05183876763,0,,,
941.44,39.592,0.006,0.021,0.01,1567.788,0.011,0,0.05702264439,0,,,
941.503,39.61,0,0.013,0.01,1583.628,0.013,0,0.06739039791,0,,,
941.565,39.209,0,0.021,0.002,1583.628,0.012,0,0.06220652115,0,,,
941.628,39.093,0.012,0.021,-0.007,1562.914,0.012,0,0.06220652115,0,,,
941.69,39.123,-0.006,0.013,0.01,1571.443,0.015,0,0.07775815144,0,,,
941.753,38.971,0,0.013,0.01,1586.065,0.011,0,0.05702264439,0,,,
941.815,38.831,-0.006,0.013,0.002,1573.88,0.011,0,0.05702264439,0,,,
941.878,39.008,0,0.021,-0.007,1554.384,0.015,0,0.07775815144,0,,,
941.94,39.002,0.006,0.021,0.002,1576.317,0.013,0,0.06739039791,0,,,
942.003,39.056,0,0.021,0.01,1590.939,0.013,0,0.06739039791,0,,,
942.066,39.05,0.006,0.013,0.002,1573.88,0.016,0,0.0829420282,0,,,
942.128,39.209,0,0.03,0.01,1562.914,0.013,0,0.06739039791,0,,,
942.191,39.269,0.006,0.021,0.002,1577.536,0.012,0,0.06220652115,0,,,
942.253,39.312,0.006,0.021,-0.007,1586.065,0.011,0,0.05702264439,0,,,
942.316,39.373,0,0.021,0.002,1566.569,0.012,0,0.06220652115,0,,,
942.378,39.403,0,0.021,0.002,1567.788,0.011,0,0.05702264439,0,,,
942.441,39.446,0.006,0.013,0.01,1582.41,0.011,0,0.05702264439,0,,,
942.503,39.483,0,0.021,0.002,1577.536,0.011,0,0.05702264439,0,,,
942.566,39.507,0,0.021,0.01,1559.258,0.01,0,0.05183876763,0,,,
942.628,39.537,0,0.021,0.01,1572.662,0.01,0,0.05183876763,0,,,
942.691,39.562,0,0.021,0.002,1586.065,0.008,0,0.0414710141,0,,,
942.754,39.574,0,0.021,-0.015,1579.973,0.006,0,0.03110326058,0,,,
942.816,39.513,0,0.013,0.01,1559.258,0.008,0,0.0414710141,0,,,
942.879,39.117,0.006,0.013,0.01,1573.88,0.006,0,0.03110326058,0,,,
942.941,39.044,0,0.021,0.01,1589.72,0.005,0,0.02591938381,0,,,
943.004,39.056,0.006,0.013,0.01,1570.225,0.006,0,0.03110326058,0,,,
943.066,38.892,0.006,0.013,0.01,1562.914,0.006,0,0.03110326058,0,,,
943.129,38.381,0,0.005,0.002,1578.754,0.005,0,0.02591938381,0,,,
943.191,38.947,0,0.03,0.01,1582.41,0.005,0,0.02591938381,0,,,
943.254,38.983,-0.006,0.013,0.002,1564.132,0.007,0,0.03628713734,0,,,
943.317,38.91,0,0.013,0.018,1566.569,0.005,0,0.02591938381,0,,,
943.379,39.148,0,0.013,0.002,1583.628,0.006,0,0.03110326058,0,,,
943.442,39.221,0.006,0.021,0.01,1572.662,0.008,0,0.0414710141,0,,,
943.504,39.257,0,0.03,0.002,1554.384,0.007,0,0.03628713734,0,,,
943.567,39.3,0,0.013,0.002,1571.443,0.007,0,0.03628713734,0,,,
943.629,39.349,0,0.021,0.01,1587.283,0.007,0,0.03628713734,0,,,
943.692,39.385,0,0.021,-0.007,1573.88,0.01,0,0.05183876763,0,,,
943.754,39.422,0.006,0.021,0.018,1560.477,0.011,0,0.05702264439,0,,,
943.817,39.464,0.006,0.021,0.002,1576.317,0.007,0,0.03628713734,0,,,
943.879,39.495,0,0.021,0.002,1582.41,0.008,0,0.0414710141,0,,,
943.942,39.519,0,0.021,0.002,1560.477,0.01,0,0.05183876763,0,,,
944.005,39.537,-0.006,0.013,0.01,1566.569,0.007,0,0.03628713734,0,,,
944.067,39.556,-0.006,0.013,0.01,1581.191,0.007,0,0.03628713734,0,,,
944.13,39.379,0,0.021,0.01,1570.225,0.008,0,0.0414710141,0,,,
944.192,39.093,0.006,0.013,0.01,1550.729,0.011,0,0.05702264439,0,,,
944.255,39.044,0.006,0.013,0.01,1570.225,0.008,0,0.0414710141,0,,,
944.317,39.008,0.012,0.03,0.002,1586.065,0.01,0,0.05183876763,0,,,
944.38,38.679,-0.006,0.005,0.01,1570.225,0.007,0,0.03628713734,0,,,
944.442,38.898,0.006,0.021,0.002,1559.258,0.008,0,0.0414710141,0,,,
944.505,38.959,0.006,0.021,-0.007,1573.88,0.007,0,0.03628713734,0,,,
944.568,38.996,0,0.03,0.002,1578.754,0.007,0,0.03628713734,0,,,
944.63,39.008,0,0.013,0.01,1556.821,0.006,0,0.03110326058,0,,,
944.693,39.148,0.006,0.013,-0.007,1564.132,0.005,0,0.02591938381,0,,,
944.755,39.221,-0.006,0.021,0.01,1579.973,0.005,0,0.02591938381,0,,,
944.818,39.263,0,0.021,0.002,1567.788,0.004,0,0.02073550705,0,,,
944.88,39.312,0,0.013,0.002,1553.166,0.004,0,0.02073550705,0,,,
944.943,39.361,0,0.013,0.002,1571.443,0.004,0,0.02073550705,0,,,
945.005,39.403,-0.012,0.013,0.01,1587.283,0.004,0,0.02073550705,0,,,
945.068,39.428,-0.006,0.013,0.01,1566.569,0.001,0,0.005183876763,0,,,
945.13,39.47,0,0.03,0.01,1558.04,0.001,0,0.005183876763,0,,,
945.193,39.501,0,0.013,0.002,1575.099,0.001,0,0.005183876763,0,,,
945.256,39.525,0.012,0.021,0.01,1577.536,0.001,0,0.005183876763,0,,,
945.318,39.543,0,0.005,0.002,1556.821,-0.001,0,-0.005183876763,0,,,
945.381,39.562,0,0.021,0.01,1565.351,0.001,0,0.005183876763,0,,,
945.443,39.136,0,0.03,-0.007,1581.191,0.001,0,0.005183876763,0,,,
945.506,39.069,0,0.013,-0.007,1570.225,0.002,0,0.01036775353,0,,,
945.568,39.093,0,0.021,0.002,1550.729,0.004,0,0.02073550705,0,,,
945.631,38.996,0,0.013,0.002,1570.225,0.002,0,0.01036775353,0,,,
945.693,38.703,-0.006,0.021,0.002,1584.846,0.004,0,0.02073550705,0,,,
945.756,38.916,0.006,0.021,0.01,1570.225,0.005,0,0.02591938381,0,,,
945.819,38.977,0,0.021,0.01,1559.258,0.002,0,0.01036775353,0,,,
945.881,39.02,0.006,0.03,0.01,1575.099,0.004,0,0.02073550705,0,,,
945.944,38.922,0,0.013,0.002,1586.065,0.002,0,0.01036775353,0,,,
946.006,39.172,0.006,0.021,0.01,1565.351,0.002,0,0.01036775353,0,,,
946.069,39.215,0,0.021,0.002,1562.914,0.001,0,0.005183876763,0,,,
946.131,39.263,0.012,0.013,0.002,1577.536,0.004,0,0.02073550705,0,,,
946.194,39.312,0.006,0.013,0.01,1577.536,0,0,0,0,,,
946.256,39.355,0,0.021,0.01,1555.603,0,0,0,0,,,
946.319,39.397,-0.006,0.005,0.01,1566.569,0.002,0,0.01036775353,0,,,
946.381,39.428,-0.006,0.013,0.002,1582.41,0,0,0,0,,,
946.444,39.452,-0.006,0.021,-0.007,1573.88,-0.001,0,-0.005183876763,0,,,
946.507,39.483,0,0.013,0.01,1556.821,-0.001,0,-0.005183876763,0,,,
946.569,39.519,0,0.013,0.002,1571.443,-0.001,0,-0.005183876763,0,,,
946.632,39.531,0,0.013,0.01,1587.283,-0.004,0,-0.02073550705,0,,,
946.694,39.343,-0.006,0.013,-0.007,1566.569,-0.003,0,-0.01555163029,0,,,
946.757,39.178,0,0.013,0.002,1561.695,-0.003,0,-0.01555163029,0,,,
946.819,39.032,0,0.021,0.002,1577.536,-0.004,0,-0.02073550705,0,,,
946.882,39.026,0.006,0.013,0.01,1579.973,-0.004,0,-0.02073550705,0,,,
946.944,38.855,0,0.03,0.01,1556.821,-0.001,0,-0.005183876763,0,,,
947.007,37.857,0,0.03,-0.007,1565.351,-0.004,0,-0.02073550705,0,,,
947.07,38.916,0,0.021,0.002,1581.191,-0.004,0,-0.02073550705,0,,,
947.132,38.989,-0.006,0.03,0.01,1571.443,0,0,0,0,,,
947.195,38.983,-0.012,0.013,-0.007,1554.384,-0.005,0,-0.02591938381,0,,,
947.257,38.904,0,0.005,0.01,1570.225,-0.001,0,-0.005183876763,0,,,
947.32,39.142,0,0.013,0.01,1584.846,-0.003,0,-0.01555163029,0,,,
947.382,39.196,0.006,0.03,0.01,1570.225,0,0,0,0,,,
947.445,39.245,0.006,0.021,0.002,1560.477,-0.001,0,-0.005183876763,0,,,
947.507,39.282,0,0.021,0.002,1576.317,-0.003,0,-0.01555163029,0,,,
947.57,39.324,-0.006,0.013,0.01,1578.754,-0.003,0,-0.01555163029,0,,,
947.632,39.367,0,0.021,-0.007,1555.603,-0.004,0,-0.02073550705,0,,,
947.695,39.397,0,0.021,0.002,1565.351,-0.003,0,-0.01555163029,0,,,
947.758,39.428,0.012,0.021,0.002,1579.973,-0.004,0,-0.02073550705,0,,,
947.82,39.452,0,0.021,0.002,1567.788,-0.001,0,-0.005183876763,0,,,
947.883,39.476,-0.006,0.021,0.002,1551.947,-0.001,0,-0.005183876763,0,,,
947.945,39.495,0.006,0.013,0.01,1570.225,-0.004,0,-0.02073550705,0,,,
948.008,39.282,0.006,0.03,0.018,1587.283,-0.003,0,-0.01555163029,0,,,
948.07,38.965,0.006,0.013,0.002,1567.788,-0.004,0,-0.02073550705,0,,,
948.133,38.953,0,0.005,0.002,1560.477,-0.003,0,-0.01555163029,0,,,
948.195,38.965,0,0.013,0.002,1572.662,-0.004,0,-0.02073550705,0,,,
948.258,38.789,0.006,0.005,0.002,1579.973,-0.004,0,-0.02073550705,0,,,
948.321,38.74,0.012,0.013,0.002,1555.603,-0.006,0,-0.03110326058,0,,,
948.383,38.91,0,0.013,0.01,1564.132,-0.006,0,-0.03110326058,0,,,
948.446,38.965,0.006,0.013,0.01,1579.973,-0.006,0,-0.03110326058,0,,,
948.508,38.983,0,0.03,0.002,1569.006,-0.006,0,-0.03110326058,0,,,
948.571,38.874,0,0.005,0.002,1547.074,-0.006,0,-0.03110326058,0,,,
948.633,39.087,0.006,0.021,-0.007,1570.225,-0.007,0,-0.03628713734,0,,,
948.696,39.16,0,0.021,0.01,1586.065,-0.01,0,-0.05183876763,0,,,
948.758,39.203,0.006,0.013,0.002,1564.132,-0.011,0,-0.05702264439,0,,,
948.821,39.239,0,0.013,-0.007,1559.258,-0.009,0,-0.04665489086,0,,,
948.883,39.282,-0.006,0.021,0.002,1575.099,-0.011,0,-0.05702264439,0,,,
948.946,39.324,0.006,0.013,0.01,1576.317,-0.011,0,-0.05702264439,0,,,
949.009,39.343,0,0.03,0.01,1551.947,-0.014,0,-0.07257427468,0,,,
949.071,39.385,0,0.021,-0.007,1564.132,-0.011,0,-0.05702264439,0,,,
949.134,39.397,0,0.013,0.002,1579.973,-0.011,0,-0.05702264439,0,,,
949.196,39.416,0,0.013,0.01,1573.88,-0.011,0,-0.05702264439,0,,,
949.259,39.434,0.006,0.021,0.002,1554.384,-0.011,0,-0.05702264439,0,,,
949.321,39.294,0,0.013,0.002,1570.225,-0.01,0,-0.05183876763,0,,,
949.384,38.904,0,0.013,0.01,1581.191,-0.011,0,-0.05702264439,0,,,
949.446,38.929,0.006,0.013,0.01,1560.477,-0.01,0,-0.05183876763,0,,,
949.509,38.947,0,0.021,0.002,1560.477,-0.007,0,-0.03628713734,0,,,
949.572,38.813,0.006,0.021,0.01,1577.536,-0.011,0,-0.05702264439,0,,,
949.634,38.728,0,0.021,0.01,1566.569,-0.006,0,-0.03110326058,0,,,
949.697,38.849,0.006,0.021,0.002,1542.2,-0.007,0,-0.03628713734,0,,,
949.759,38.935,0.006,0.013,-0.007,1565.351,-0.01,0,-0.05183876763,0,,,
949.822,38.886,0,0.013,-0.007,1579.973,-0.011,0,-0.05702264439,0,,,
949.884,38.886,0.012,0.013,0.002,1558.04,-0.01,0,-0.05183876763,0,,,
949.947,39.026,0.006,0.013,0.01,1555.603,-0.011,0,-0.05702264439,0,,,
950.009,39.081,-0.006,0.013,0.01,1571.443,-0.01,0,-0.05183876763,0,,,
950.072,39.123,0.006,0.013,0.01,1564.132,-0.012,0,-0.06220652115,0,,,
950.134,39.178,0,0.013,-0.007,1539.763,-0.012,0,-0.06220652115,0,,,
950.197,39.203,0,0.021,0.002,1561.695,-0.014,0,-0.07257427468,0,,,
950.26,39.251,-0.006,0.013,0.002,1577.536,-0.015,0,-0.07775815144,0,,,
950.322,39.282,0,0.013,0.002,1554.384,-0.015,0,-0.07775815144,0,,,
950.385,39.306,0,0.021,0.002,1554.384,-0.016,0,-0.0829420282,0,,,
950.447,39.324,-0.006,0.013,-0.007,1570.225,-0.018,0,-0.09330978173,0,,,
950.51,39.349,0,0.013,0.002,1560.477,-0.016,0,-0.0829420282,0,,,
950.572,39.355,0,0.03,0.01,1550.729,-0.015,0,-0.07775815144,0,,,
950.635,39.16,-0.006,0.013,0.002,1562.914,-0.018,0,-0.09330978173,0,,,
950.697,38.843,0.006,0.013,0.01,1573.88,-0.021,0,-0.108861412,0,,,
950.76,38.855,0,0.021,0.01,1550.729,-0.02,0,-0.1036775353,0,,,
950.823,38.837,0.006,0.021,-0.007,1553.166,-0.02,0,-0.1036775353,0,,,
950.885,38.642,-0.006,0.021,0.002,1570.225,-0.018,0,-0.09330978173,0,,,
950.948,38.703,0.006,0.021,0.01,1559.258,-0.02,0,-0.1036775353,0,,,
951.01,38.782,0,0.013,0.01,1545.855,-0.02,0,-0.1036775353,0,,,
951.073,38.813,0,0.021,0.01,1561.695,-0.021,0,-0.108861412,0,,,
951.135,38.74,0.006,0.021,0.002,1570.225,-0.021,0,-0.108861412,0,,,
951.198,38.795,0.006,0.013,0.002,1547.074,-0.022,0,-0.1140452888,0,,,
951.26,38.959,0.006,0.013,0.002,1551.947,-0.022,0,-0.1140452888,0,,,
951.323,39.014,0,0.021,0.002,1569.006,-0.022,0,-0.1140452888,0,,,
951.385,39.062,0.006,0.021,0.002,1554.384,-0.022,0,-0.1140452888,0,,,
951.448,39.093,0,0.013,0.01,1543.418,-0.023,0,-0.1192291655,0,,,
951.511,39.136,-0.006,0.03,0.002,1560.477,-0.023,0,-0.1192291655,0,,,
951.573,39.166,0,0.021,0.01,1564.132,-0.021,0,-0.108861412,0,,,
951.636,39.196,0,0.021,0.01,1542.2,-0.022,0,-0.1140452888,0,,,
951.698,39.233,0.012,0.03,0.01,1555.603,-0.025,0,-0.1295969191,0,,,
951.761,39.251,0,0.013,-0.007,1570.225,-0.023,0,-0.1192291655,0,,,
951.823,39.276,0,0.021,0.002,1554.384,-0.022,0,-0.1140452888,0,,,
951.886,39.294,0,0.021,0.002,1545.855,-0.023,0,-0.1192291655,0,,,
951.948,39.069,-0.006,0.013,-0.007,1560.477,-0.023,0,-0.1192291655,0,,,
952.011,38.813,0.006,0.013,-0.007,1559.258,-0.023,0,-0.1192291655,0,,,
952.074,38.819,0,0.021,0.002,1536.107,-0.025,0,-0.1295969191,0,,,
952.136,38.789,0,0.013,0.002,1555.603,-0.022,0,-0.1140452888,0,,,
952.199,38.624,0,0.03,0.002,1570.225,-0.026,0,-0.1347807958,0,,,
952.261,38.478,0,0.005,0.01,1551.947,-0.025,0,-0.1295969191,0,,,
952.324,38.74,0,0.03,0.002,1547.074,-0.027,0,-0.1399646726,0,,,
952.386,38.789,0.006,0.013,0.002,1564.132,-0.028,0,-0.1451485494,0,,,
952.449,38.685,0.006,0.021,0.002,1555.603,-0.027,0,-0.1399646726,0,,,
952.511,38.77,0.006,0.021,0.002,1533.67,-0.027,0,-0.1399646726,0,,,
952.574,38.904,0,0.013,0.01,1555.603,-0.031,0,-0.1607001796,0,,,
952.636,38.971,0,0.013,-0.007,1570.225,-0.031,0,-0.1607001796,0,,,
952.699,39.014,0.006,0.021,0.002,1547.074,-0.029,0,-0.1503324261,0,,,
952.762,39.056,0.006,0.013,0.01,1548.292,-0.028,0,-0.1451485494,0,,,
952.824,39.093,0.006,0.021,0.01,1564.132,-0.029,0,-0.1503324261,0,,,
952.887,39.117,0,0.013,-0.007,1555.603,-0.027,0,-0.1399646726,0,,,
952.949,39.16,0,0.013,-0.007,1533.67,-0.031,0,-0.1607001796,0,,,
953.012,39.178,0,0.013,0.002,1558.04,-0.028,0,-0.1451485494,0,,,
953.074,39.203,0.006,0.013,0.002,1570.225,-0.029,0,-0.1503324261,0,,,
953.137,39.227,-0.006,0.021,0.002,1549.51,-0.029,0,-0.1503324261,0,,,
953.199,39.239,0,0.013,0.002,1548.292,-0.028,0,-0.1451485494,0,,,
953.262,39.002,0,0.021,-0.007,1565.351,-0.032,0,-0.1658840564,0,,,
953.325,38.77,0,0.021,0.002,1555.603,-0.027,0,-0.1399646726,0,,,
953.387,38.764,0.006,0.013,0.01,1532.452,-0.027,0,-0.1399646726,0,,,
953.45,38.746,0,0.03,0.002,1556.821,-0.028,0,-0.1451485494,0,,,
953.512,38.527,0,0.021,0.002,1571.443,-0.028,0,-0.1451485494,0,,,
953.575,38.661,0.006,0.005,0.01,1550.729,-0.028,0,-0.1451485494,0,,,
953.637,38.661,0,0.021,0.002,1550.729,-0.026,0,-0.1347807958,0,,,
953.7,38.703,0,0.03,0.002,1566.569,-0.027,0,-0.1399646726,0,,,
953.762,38.655,0.006,0.013,0.01,1556.821,-0.029,0,-0.1503324261,0,,,
