Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-0.402	28.189	4.887	3.186	1285.500	-0.921
0.002	-0.396	28.195	4.854	3.186	1283.063	-0.919
0.003	-0.402	28.171	4.846	3.194	1279.408	-0.921
0.005	-0.396	28.213	4.821	3.194	1278.189	-0.920
0.006	-0.396	28.219	4.789	3.194	1275.752	-0.921
0.008	-0.396	28.189	4.772	3.178	1280.626	-0.920
0.009	-0.396	28.195	4.739	3.194	1279.408	-0.921
0.011	-0.390	28.152	4.715	3.194	1284.282	-0.920
0.012	-0.384	28.189	4.682	3.194	1289.156	-0.919
0.014	25.784	28.225	4.731	3.194	1290.374	-0.921
0.015	47.866	28.213	4.699	3.186	1290.374	-0.920
0.017	49.035	28.195	4.715	3.178	1297.685	-0.918
0.019	49.102	28.189	4.748	3.186	1291.593	-0.919
0.020	49.108	28.164	4.756	3.178	1286.719	-0.923
0.022	49.120	28.213	4.780	3.194	1289.156	-0.919
0.023	49.126	28.256	4.797	3.203	1285.500	-0.919
0.025	49.126	28.231	4.805	3.186	1284.282	-0.920
0.026	49.126	28.195	4.821	3.178	1281.845	-0.920
0.028	49.133	28.238	4.830	3.194	1279.408	-0.920
0.029	49.120	28.231	4.846	3.194	1274.534	-0.919
0.031	49.133	28.225	4.854	3.186	1274.534	-0.920
0.033	49.133	28.201	4.879	3.186	1278.189	-0.919
0.034	49.120	28.171	4.895	3.186	1283.063	-0.921
0.036	49.126	28.195	4.903	3.194	1289.156	-0.919
0.037	49.120	28.244	4.903	3.194	1294.030	-0.921
0.039	49.126	28.268	4.920	3.186	1295.248	-0.921
0.040	49.120	28.250	4.920	3.194	1292.811	-0.920
0.042	49.114	28.231	4.944	3.194	1289.156	-0.920
0.043	49.120	28.189	4.952	3.194	1287.937	-0.923
0.045	49.120	28.219	4.961	3.178	1286.719	-0.920
0.046	49.120	28.256	4.969	3.186	1283.063	-0.921
0.048	49.120	28.238	4.985	3.186	1280.626	-0.921
0.050	49.120	28.195	5.002	3.194	1280.626	-0.920
0.051	49.108	28.238	5.018	3.194	1278.189	-0.921
0.053	49.120	28.250	5.018	3.186	1280.626	-0.921
0.054	49.120	28.231	5.043	3.186	1276.971	-0.921
0.056	49.114	28.213	5.034	3.186	1280.626	-0.921
0.057	49.114	28.244	5.051	3.178	1286.719	-0.920
0.059	49.108	28.262	5.075	3.194	1292.811	-0.920
0.060	49.108	28.244	5.075	3.194	1294.030	-0.920
0.062	49.108	28.225	5.092	3.194	1295.248	-0.920
0.064	49.108	28.262	5.100	3.186	1290.374	-0.919
0.065	49.096	28.231	5.108	3.186	1290.374	-0.923
0.067	49.102	28.231	5.116	3.194	1287.937	-0.921
0.068	49.108	28.231	5.133	3.186	1286.719	-0.921
0.070	49.102	28.262	5.141	3.186	1284.282	-0.921
0.071	49.096	28.256	5.149	3.186	1284.282	-0.920
0.073	49.102	28.219	5.149	3.178	1280.626	-0.921
0.074	49.096	28.244	5.157	3.178	1278.189	-0.920
0.076	49.084	28.286	5.182	3.186	1273.315	-0.921
0.077	49.084	28.268	5.174	3.186	1276.971	-0.920
0.079	49.084	28.238	5.190	3.194	1280.626	-0.921
0.081	49.078	28.256	5.206	3.186	1286.719	-0.921
0.082	49.078	28.274	5.215	3.186	1290.374	-0.920
0.084	20.225	28.262	5.141	3.186	1298.904	-0.921
0.085	0.597	28.231	5.165	3.186	1296.467	-0.921
0.087	-0.359	28.274	5.133	3.186	1286.719	-0.924
0.088	-0.408	28.262	5.108	3.186	1290.374	-0.921
0.090	-0.414	28.268	5.059	3.178	1287.937	-0.923
0.091	-0.414	28.250	5.026	3.186	1286.719	-0.921
0.093	-0.408	28.280	5.010	3.194	1281.845	-0.923
0.095	-0.402	28.262	4.961	3.178	1281.845	-0.921
0.096	-0.402	28.244	4.952	3.186	1279.408	-0.923
0.098	-0.402	28.250	4.920	3.194	1278.189	-0.924
0.099	-0.402	28.280	4.887	3.186	1276.971	-0.921
0.101	-0.408	28.274	4.871	3.186	1279.408	-0.921
0.102	-0.402	28.250	4.838	3.186	1284.282	-0.920
0.104	-0.402	28.268	4.813	3.186	1289.156	-0.921
0.105	-0.402	28.298	4.780	3.186	1295.248	-0.920
0.107	-0.396	28.280	4.764	3.178	1292.811	-0.923
0.108	-0.396	28.238	4.739	3.186	1294.030	-0.921
0.110	-0.396	28.274	4.715	3.170	1291.593	-0.923
0.112	-0.384	28.304	4.682	3.186	1291.593	-0.921
0.113	38.612	28.298	4.707	3.178	1298.904	-0.914
0.115	48.572	28.268	4.690	3.194	1287.937	-0.918
0.116	49.053	28.286	4.731	3.178	1283.063	-0.921
0.118	49.102	28.286	4.756	3.178	1279.408	-0.923
0.119	49.114	28.274	4.772	3.178	1279.408	-0.920
0.121	49.108	28.268	4.780	3.178	1273.315	-0.921
0.122	49.126	28.298	4.797	3.178	1275.752	-0.921
0.124	49.120	28.298	4.813	3.178	1276.971	-0.921
0.126	49.120	28.280	4.821	3.194	1285.500	-0.923
0.127	49.126	28.268	4.846	3.186	1287.937	-0.921
0.129	49.120	28.311	4.854	3.186	1294.030	-0.921
0.130	49.133	28.292	4.862	3.178	1291.593	-0.924
0.132	49.133	28.268	4.879	3.178	1291.593	-0.923
0.133	49.126	28.286	4.895	3.194	1289.156	-0.923
0.135	49.120	28.304	4.903	3.194	1286.719	-0.924
0.136	49.133	28.286	4.911	3.186	1286.719	-0.923
0.138	49.126	28.262	4.928	3.186	1283.063	-0.921
0.139	49.120	28.286	4.944	3.178	1280.626	-0.921
0.141	49.120	28.298	4.944	3.170	1278.189	-0.921
0.143	49.126	28.286	4.985	3.178	1278.189	-0.924
0.144	49.120	28.256	4.977	3.186	1281.845	-0.921
0.146	49.126	28.292	4.985	3.186	1278.189	-0.924
0.147	49.120	28.317	4.993	3.186	1283.063	-0.921
0.149	49.120	28.304	5.010	3.186	1287.937	-0.923
0.150	49.114	28.274	5.026	3.178	1294.030	-0.921
0.152	49.120	28.311	5.026	3.186	1296.467	-0.923
0.153	49.114	28.298	5.043	3.186	1295.248	-0.924
0.155	49.114	28.274	5.051	3.186	1289.156	-0.924
0.157	49.114	28.268	5.067	3.186	1290.374	-0.920
0.158	49.108	28.311	5.075	3.178	1287.937	-0.924
0.160	49.114	28.317	5.075	3.186	1286.719	-0.923
0.161	49.108	28.298	5.092	3.186	1283.063	-0.923
0.163	49.108	28.286	5.100	3.186	1283.063	-0.921
0.164	49.096	28.256	5.116	3.178	1279.408	-0.923
0.166	49.108	28.286	5.116	3.186	1279.408	-0.923
0.167	49.102	28.317	5.124	3.186	1274.534	-0.921
0.169	49.102	28.304	5.141	3.178	1275.752	-0.923
0.170	49.090	28.280	5.157	3.186	1283.063	-0.921
0.172	49.096	28.274	5.149	3.194	1287.937	-0.925
0.174	49.102	28.244	5.174	3.178	1292.811	-0.924
0.175	49.090	28.292	5.165	3.178	1294.030	-0.924
0.177	49.078	28.317	5.206	3.186	1291.593	-0.924
0.178	49.084	28.311	5.206	3.178	1290.374	-0.924
0.180	49.078	28.280	5.215	3.178	1287.937	-0.923
0.181	49.072	28.311	5.215	3.178	1286.719	-0.921
0.183	7.263	28.304	5.215	3.178	1273.315	-0.930
0.184	-0.049	28.298	5.165	3.178	1280.626	-0.925
0.186	-0.396	28.280	5.133	3.186	1280.626	-0.924
0.188	-0.408	28.317	5.092	3.186	1279.408	-0.923
0.189	-0.414	28.298	5.059	3.186	1274.534	-0.925
0.191	-0.408	28.298	5.026	3.186	1275.752	-0.923
0.192	-0.414	28.280	5.002	3.186	1280.626	-0.923
0.194	-0.408	28.317	4.969	3.178	1286.719	-0.923
0.195	-0.402	28.304	4.944	3.178	1291.593	-0.924
0.197	-0.402	28.280	4.920	3.186	1296.467	-0.923
0.198	-0.408	28.292	4.887	3.186	1295.248	-0.923
0.200	-0.408	28.335	4.854	3.178	1292.811	-0.924
0.201	-0.408	28.317	4.838	3.186	1290.374	-0.924
0.203	-0.396	28.298	4.805	3.194	1287.937	-0.924
0.205	-0.396	28.317	4.789	3.186	1287.937	-0.921
0.206	-0.390	28.323	4.756	3.178	1284.282	-0.925
0.208	-0.390	28.292	4.748	3.186	1281.845	-0.920
0.209	-0.390	28.280	4.699	3.178	1280.626	-0.923
0.211	-0.572	28.317	4.674	3.178	1278.189	-0.923
0.212	45.687	28.329	4.699	3.178	1269.660	-0.928
0.214	48.938	28.311	4.723	3.178	1272.097	-0.926
0.215	49.090	28.292	4.739	3.186	1281.845	-0.921
0.217	49.108	28.329	4.756	3.186	1286.719	-0.924
0.219	49.120	28.323	4.772	3.194	1291.593	-0.924
0.220	49.120	28.298	4.789	3.178	1292.811	-0.924
0.222	49.120	28.298	4.797	3.170	1292.811	-0.923
0.223	49.120	28.329	4.821	3.178	1291.593	-0.921
0.225	49.120	28.323	4.846	3.186	1289.156	-0.924
0.226	49.126	28.298	4.862	3.178	1287.937	-0.924
0.228	49.126	28.304	4.862	3.178	1284.282	-0.923
0.229	49.120	28.317	4.871	3.178	1283.063	-0.924
0.231	49.126	28.298	4.895	3.178	1280.626	-0.924
