Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-0.432	29.687	5.084	3.334	1346.424	-0.948
0.002	-0.414	29.705	5.051	3.342	1340.332	-0.950
0.003	-0.426	29.717	5.043	3.317	1341.551	-0.950
0.005	-0.414	29.699	5.010	3.334	1348.861	-0.950
0.006	-0.420	29.687	4.985	3.326	1351.298	-0.950
0.008	-0.408	29.717	4.969	3.326	1357.391	-0.950
0.009	-0.408	29.717	4.936	3.334	1361.046	-0.950
0.011	-0.414	29.693	4.920	3.334	1359.828	-0.950
0.012	-0.408	29.693	4.879	3.317	1354.954	-0.950
0.014	-0.414	29.717	4.862	3.334	1353.735	-0.950
0.015	-0.402	29.693	4.838	3.334	1352.517	-0.951
0.017	-0.402	29.668	4.813	3.334	1352.517	-0.948
0.019	-0.396	29.693	4.780	3.334	1348.861	-0.950
0.020	-0.396	29.717	4.764	3.326	1348.861	-0.948
0.022	-0.396	29.705	4.748	3.342	1343.987	-0.947
0.023	-0.390	29.680	4.715	3.334	1345.206	-0.948
0.025	-0.390	29.705	4.690	3.326	1345.206	-0.947
0.026	-0.384	29.717	4.674	3.334	1348.861	-0.948
0.028	-0.390	29.717	4.649	3.326	1356.172	-0.948
0.029	-0.377	29.680	4.633	3.326	1359.828	-0.948
0.031	-0.377	29.711	4.600	3.326	1364.702	-0.947
0.033	-0.377	29.735	4.576	3.317	1359.828	-0.948
0.034	-0.377	29.717	4.559	3.334	1358.609	-0.948
0.036	-0.377	29.699	4.527	3.326	1356.172	-0.946
0.037	-0.371	29.723	4.518	3.326	1353.735	-0.946
0.039	-0.384	29.735	4.486	3.334	1351.298	-0.947
0.040	-0.371	29.729	4.469	3.334	1350.080	-0.948
0.042	-0.371	29.711	4.445	3.326	1347.643	-0.946
0.043	-0.365	29.735	4.420	3.334	1343.987	-0.947
0.045	-0.359	29.705	4.404	3.326	1342.769	-0.947
0.046	-0.365	29.668	4.379	3.334	1343.987	-0.946
0.048	-0.359	29.693	4.346	3.326	1350.080	-0.946
0.050	-0.353	29.723	4.346	3.326	1353.735	-0.946
