Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-0.304	11.148	3.527	1.319	502.015	-0.487
0.002	-0.304	11.148	3.511	1.311	509.326	-0.487
0.003	-0.304	11.148	3.503	1.311	514.200	-0.486
0.005	-0.298	11.142	3.478	1.327	519.074	-0.486
0.006	-0.304	11.154	3.462	1.319	526.385	-0.487
0.008	-0.292	11.142	3.454	1.311	530.040	-0.488
0.009	-0.311	11.142	3.445	1.327	530.040	-0.486
0.011	-0.298	11.142	3.429	1.319	527.603	-0.486
0.012	-0.298	11.142	3.404	1.311	528.822	-0.487
0.014	-0.298	11.142	3.404	1.311	527.603	-0.488
0.015	-0.298	11.142	3.380	1.319	525.166	-0.487
0.017	-0.292	11.142	3.363	1.311	526.385	-0.487
0.019	-0.304	11.148	3.355	1.311	525.166	-0.488
0.020	-0.292	11.135	3.331	1.302	526.385	-0.488
0.022	-0.292	11.142	3.322	1.311	522.729	-0.487
0.023	-0.292	11.142	3.322	1.319	522.729	-0.489
0.025	-0.286	11.142	3.306	1.311	521.511	-0.488
0.026	-0.286	11.135	3.290	1.327	521.511	-0.487
0.028	-0.286	11.135	3.290	1.319	520.293	-0.488
0.029	-0.280	11.135	3.273	1.327	519.074	-0.488
0.031	-0.280	11.142	3.265	1.319	519.074	-0.487
0.033	-0.286	11.135	3.249	1.311	516.637	-0.487
0.034	-0.286	11.135	3.224	1.319	515.419	-0.487
0.036	-0.280	11.135	3.216	1.319	515.419	-0.489
0.037	-0.286	11.135	3.208	1.311	515.419	-0.488
0.039	-0.280	11.123	3.200	1.319	515.419	-0.488
0.040	-0.280	11.129	3.191	1.311	512.982	-0.487
0.042	-0.286	11.135	3.175	1.302	511.763	-0.487
0.043	-0.280	11.135	3.175	1.319	512.982	-0.488
0.045	-0.280	11.129	3.150	1.311	510.545	-0.488
0.046	-0.274	11.135	3.142	1.319	509.326	-0.488
0.048	-0.274	11.135	3.134	1.311	510.545	-0.486
0.050	-0.274	11.123	3.134	1.319	509.326	-0.486
0.051	-0.280	11.129	3.118	1.311	509.326	-0.488
0.053	-0.274	11.129	3.101	1.311	506.889	-0.487
0.054	-0.274	11.117	3.093	1.319	506.889	-0.488
0.056	-0.268	11.135	3.077	1.319	505.671	-0.487
0.057	-0.268	11.129	3.069	1.311	509.326	-0.487
0.059	-0.268	11.129	3.069	1.302	509.326	-0.484
0.060	-0.268	11.135	3.044	1.319	516.637	-0.488
0.062	-0.274	11.129	3.044	1.311	522.729	-0.484
0.064	-0.268	11.129	3.036	1.327	526.385	-0.487
0.065	-0.268	11.135	3.028	1.302	533.696	-0.486
0.067	-0.274	11.123	3.011	1.327	530.040	-0.486
0.068	-0.268	11.123	3.011	1.319	528.822	-0.486
0.070	-0.262	11.123	2.995	1.311	528.822	-0.482
0.071	-0.268	11.123	2.978	1.311	527.603	-0.486
0.073	-0.262	11.129	2.978	1.319	527.603	-0.484
0.074	-0.262	11.123	2.962	1.302	526.385	-0.484
0.076	-0.256	11.117	2.954	1.311	527.603	-0.483
0.077	-0.262	11.123	2.946	1.311	523.948	-0.486
0.079	-0.250	11.123	2.937	1.311	525.166	-0.483
0.081	-0.250	11.129	2.929	1.319	521.511	-0.483
0.082	-0.250	11.129	2.913	1.294	521.511	-0.486
0.084	-0.256	11.129	2.905	1.311	519.074	-0.483
0.085	-0.244	11.123	2.888	1.302	521.511	-0.487
0.087	-0.256	11.129	2.872	1.311	520.293	-0.484
0.088	-0.262	11.111	2.872	1.311	519.074	-0.486
0.090	-0.256	11.129	2.856	1.311	517.856	-0.482
0.091	-0.250	11.123	2.856	1.311	517.856	-0.484
0.093	-0.256	11.117	2.839	1.311	516.637	-0.483
0.095	-0.244	11.129	2.831	1.319	515.419	-0.484
0.096	-0.244	11.123	2.823	1.311	517.856	-0.484
0.098	-0.244	11.123	2.823	1.327	512.982	-0.484
0.099	-0.244	11.117	2.798	1.311	515.419	-0.483
0.101	-0.244	11.117	2.798	1.311	511.763	-0.484
0.102	-0.244	11.117	2.782	1.302	510.545	-0.484
0.104	-0.244	11.105	2.774	1.311	510.545	-0.483
0.105	-0.250	11.111	2.774	1.302	510.545	-0.484
0.107	-0.244	11.117	2.757	1.294	510.545	-0.484
0.108	-0.237	11.105	2.765	1.311	509.326	-0.483
0.110	-0.244	11.117	2.741	1.319	508.108	-0.484
0.112	-0.244	11.117	2.733	1.311	508.108	-0.484
0.113	-0.237	11.105	2.708	1.311	503.234	-0.484
0.115	-0.244	11.111	2.716	1.302	504.452	-0.484
0.116	-0.237	11.111	2.708	1.311	515.419	-0.483
0.118	-0.231	11.105	2.700	1.311	519.074	-0.484
0.119	-0.237	11.117	2.684	1.319	526.385	-0.484
0.121	-0.237	11.111	2.675	1.302	530.040	-0.483
0.122	-0.237	11.099	2.684	1.311	530.040	-0.486
0.124	-0.231	11.105	2.659	1.311	530.040	-0.484
0.126	-0.231	11.111	2.659	1.294	527.603	-0.484
0.127	-10.995	11.093	2.692	1.311	521.511	-0.477
0.129	-0.804	11.099	2.643	1.319	512.982	-0.482
0.130	-0.304	11.111	2.610	1.302	523.948	-0.481
0.132	-0.262	11.099	2.610	1.319	527.603	-0.487
0.133	-0.250	11.099	2.602	1.319	522.729	-0.486
0.135	-0.250	11.105	2.577	1.311	519.074	-0.483
0.136	-0.231	11.099	2.593	1.311	523.948	-0.484
0.138	-0.237	11.105	2.577	1.311	521.511	-0.486
0.139	-0.237	11.105	2.561	1.302	519.074	-0.486
0.141	-0.237	11.105	2.561	1.302	519.074	-0.483
0.143	-0.244	11.105	2.553	1.311	519.074	-0.484
0.144	-0.225	11.105	2.536	1.311	519.074	-0.484
0.146	-0.231	11.093	2.536	1.311	516.637	-0.486
0.147	-0.237	11.105	2.528	1.311	516.637	-0.486
0.149	-0.231	11.105	2.528	1.302	514.200	-0.483
0.150	-0.231	11.105	2.503	1.302	512.982	-0.484
0.152	-0.231	11.099	2.495	1.311	512.982	-0.483
0.153	-0.231	11.099	2.487	1.311	514.200	-0.482
0.155	-0.231	11.099	2.495	1.311	512.982	-0.482
0.157	-0.225	11.099	2.471	1.319	511.763	-0.482
0.158	-0.231	11.099	2.471	1.311	511.763	-0.482
0.160	-0.219	11.099	2.462	1.302	509.326	-0.482
0.161	-0.225	11.105	2.454	1.311	510.545	-0.482
0.163	-0.225	11.099	2.438	1.302	506.889	-0.486
0.164	-0.225	11.099	2.438	1.302	506.889	-0.482
0.166	-0.225	11.093	2.421	1.319	508.108	-0.483
0.167	-0.219	11.087	2.421	1.319	506.889	-0.483
0.169	-0.219	11.099	2.397	1.302	504.452	-0.482
0.170	-0.213	11.093	2.397	1.311	510.545	-0.482
0.172	-0.213	11.099	2.397	1.311	508.108	-0.483
0.174	-0.219	11.099	2.389	1.302	514.200	-0.484
0.175	-0.219	11.093	2.381	1.294	519.074	-0.481
0.177	-0.219	11.093	2.364	1.319	526.385	-0.480
0.178	-0.213	11.099	2.364	1.319	532.477	-0.483
0.180	-0.219	11.093	2.356	1.327	530.040	-0.482
0.181	-0.219	11.093	2.340	1.311	528.822	-0.480
0.183	-0.219	11.093	2.331	1.311	528.822	-0.482
0.184	-0.213	11.093	2.323	1.311	526.385	-0.483
0.186	-0.207	11.093	2.323	1.311	527.603	-0.482
0.188	-0.225	11.081	2.307	1.302	527.603	-0.481
0.189	-0.219	11.087	2.307	1.311	527.603	-0.482
0.191	-0.219	11.081	2.307	1.319	526.385	-0.482
0.192	-0.219	11.081	2.290	1.311	523.948	-0.480
0.194	-0.213	11.087	2.274	1.319	521.511	-0.481
0.195	-0.213	11.087	2.266	1.302	522.729	-0.481
0.197	-0.201	11.087	2.266	1.319	520.293	-0.482
0.198	-0.213	11.087	2.258	1.311	521.511	-0.480
0.200	-0.219	11.087	2.249	1.302	519.074	-0.481
0.201	-0.207	11.075	2.241	1.319	519.074	-0.480
0.203	-0.207	11.081	2.233	1.311	519.074	-0.480
0.205	-0.207	11.081	2.233	1.319	517.856	-0.481
0.206	-0.201	11.075	2.217	1.311	517.856	-0.480
0.208	-0.201	11.075	2.208	1.311	515.419	-0.480
0.209	-0.207	11.075	2.200	1.327	516.637	-0.480
0.211	-0.207	11.075	2.200	1.319	512.982	-0.481
0.212	-0.201	11.081	2.192	1.311	514.200	-0.481
0.214	-0.207	11.075	2.184	1.311	511.763	-0.481
0.215	-0.207	11.075	2.168	1.319	511.763	-0.484
0.217	-0.201	11.075	2.159	1.311	510.545	-0.483
0.219	-0.207	11.075	2.151	1.302	508.108	-0.481
0.220	-0.195	11.075	2.151	1.302	510.545	-0.482
0.222	-0.201	11.075	2.135	1.311	508.108	-0.481
0.223	-0.201	11.081	2.135	1.302	509.326	-0.482
0.225	-0.195	11.069	2.118	1.294	508.108	-0.481
0.226	-0.189	11.069	2.110	1.302	502.015	-0.481
0.228	-0.201	11.069	2.094	1.311	505.671	-0.481
0.229	-0.189	11.069	2.094	1.302	512.982	-0.482
0.231	-0.195	11.069	2.094	1.319	519.074	-0.482
0.232	-0.189	11.069	2.086	1.311	523.948	-0.482
0.234	-0.195	11.075	2.077	1.327	532.477	-0.482
0.236	-0.195	11.056	2.069	1.302	530.040	-0.482
0.237	-0.195	11.069	2.053	1.311	527.603	-0.482
0.239	-0.183	11.056	2.053	1.311	527.603	-0.481
0.240	-0.183	11.062	2.045	1.302	527.603	-0.480
0.242	-0.195	11.062	2.036	1.311	526.385	-0.482
0.243	-0.189	11.056	2.036	1.319	526.385	-0.481
0.245	-0.183	11.056	2.012	1.311	526.385	-0.482
0.246	-0.189	11.056	2.012	1.311	523.948	-0.482
0.248	-0.183	11.069	2.004	1.302	523.948	-0.481
0.250	-0.189	11.056	2.004	1.311	521.511	-0.483
0.251	-0.189	11.062	1.987	1.302	523.948	-0.482
0.253	-0.183	11.062	1.987	1.311	520.293	-0.483
0.254	-0.177	11.062	1.963	1.327	521.511	-0.481
0.256	-0.183	11.056	1.971	1.294	519.074	-0.483
0.257	-0.177	11.062	1.963	1.302	519.074	-0.482
0.259	-0.177	11.062	1.963	1.311	516.637	-0.482
0.260	-0.177	11.044	1.946	1.327	516.637	-0.483
0.262	-0.177	11.056	1.946	1.311	516.637	-0.482
0.263	-0.170	11.062	1.930	1.311	514.200	-0.483
0.265	13.662	11.056	1.946	1.294	530.040	-0.478
