Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	0.164	-9.930	-2.116	-1.081	467.898	0.364
0.002	0.177	-9.948	-2.116	-1.081	466.679	0.360
0.003	0.177	-9.979	-2.092	-1.089	464.242	0.361
0.005	0.177	-10.003	-2.084	-1.089	464.242	0.363
0.006	0.177	-10.034	-2.084	-1.089	465.461	0.363
0.008	0.183	-10.052	-2.075	-1.081	463.024	0.360
0.009	0.177	-10.070	-2.075	-1.089	460.587	0.360
0.011	0.177	-10.100	-2.067	-1.089	461.805	0.364
0.012	0.164	-10.107	-2.043	-1.089	461.805	0.364
0.014	0.158	-10.131	-2.051	-1.081	460.587	0.364
0.015	0.170	-10.137	-2.043	-1.081	460.587	0.363
0.017	0.170	-10.155	-2.018	-1.089	459.368	0.364
0.019	0.170	-10.180	-2.034	-1.073	458.150	0.361
0.020	0.164	-10.198	-2.010	-1.089	459.368	0.365
0.022	0.170	-10.192	-2.010	-1.081	456.931	0.363
0.023	0.158	-10.216	-2.002	-1.089	455.713	0.363
0.025	0.170	-10.222	-2.002	-1.089	455.713	0.364
0.026	0.164	-10.234	-1.993	-1.089	454.494	0.361
0.028	0.158	-10.241	-1.985	-1.081	453.276	0.363
0.029	0.158	-10.247	-1.985	-1.081	452.057	0.363
0.031	0.158	-10.253	-1.961	-1.073	453.276	0.365
0.033	0.158	-10.259	-1.977	-1.081	450.839	0.361
0.034	0.158	-10.259	-1.969	-1.081	450.839	0.363
0.036	0.158	-10.271	-1.952	-1.081	450.839	0.363
0.037	0.152	-10.277	-1.944	-1.073	444.747	0.363
0.039	0.158	-10.283	-1.928	-1.089	449.620	0.361
0.040	0.158	-10.283	-1.928	-1.081	456.931	0.363
0.042	0.152	-10.289	-1.936	-1.073	464.242	0.361
0.043	0.158	-10.283	-1.912	-1.073	470.335	0.363
0.045	0.158	-10.283	-1.903	-1.081	475.209	0.363
0.046	0.158	-10.283	-1.912	-1.073	473.990	0.364
0.048	0.152	-10.271	-1.895	-1.089	472.772	0.365
0.050	0.152	-10.247	-1.887	-1.089	472.772	0.364
0.051	0.152	-10.247	-1.887	-1.081	472.772	0.364
0.053	0.146	-10.228	-1.871	-1.089	472.772	0.363
0.054	0.146	-10.198	-1.879	-1.073	470.335	0.363
0.056	0.152	-10.186	-1.862	-1.081	467.898	0.363
0.057	0.146	-10.155	-1.854	-1.073	469.116	0.363
0.059	0.152	-10.149	-1.846	-1.073	467.898	0.361
0.060	0.152	-10.119	-1.846	-1.073	467.898	0.363
0.062	0.152	-10.094	-1.846	-1.089	466.679	0.363
0.064	0.152	-10.070	-1.830	-1.089	466.679	0.363
0.065	0.152	-10.046	-1.821	-1.089	463.024	0.363
0.067	0.146	-10.034	-1.821	-1.081	465.461	0.363
0.068	0.152	-9.997	-1.805	-1.081	463.024	0.364
0.070	0.152	-9.973	-1.789	-1.073	463.024	0.359
0.071	0.146	-9.942	-1.789	-1.081	463.024	0.364
0.073	0.140	-9.930	-1.789	-1.081	461.805	0.361
0.074	0.140	-9.906	-1.780	-1.089	461.805	0.361
0.076	0.140	-9.869	-1.764	-1.073	459.368	0.360
0.077	0.140	-9.845	-1.764	-1.081	460.587	0.360
0.079	0.140	-9.833	-1.756	-1.081	458.150	0.360
0.081	0.140	-9.814	-1.764	-1.073	458.150	0.360
0.082	0.183	-9.784	-1.740	-1.081	458.150	0.360
0.084	-44.171	-9.766	-1.756	-1.073	431.343	0.358
0.085	-49.352	-9.753	-1.813	-1.081	456.931	0.363
0.087	-49.577	-9.741	-1.846	-1.081	454.494	0.361
0.088	-49.577	-9.723	-1.895	-1.073	456.931	0.360
0.090	-49.583	-9.711	-1.920	-1.081	453.276	0.359
0.091	-49.589	-9.699	-1.952	-1.073	453.276	0.359
0.093	-49.577	-9.686	-1.977	-1.081	450.839	0.361
0.095	-49.577	-9.674	-2.010	-1.073	452.057	0.360
0.096	-49.583	-9.662	-2.059	-1.081	448.402	0.360
0.098	-49.577	-9.656	-2.075	-1.089	448.402	0.361
0.099	-49.571	-9.656	-2.100	-1.073	448.402	0.360
0.101	-49.559	-9.638	-2.133	-1.089	447.184	0.360
0.102	-49.559	-9.632	-2.157	-1.081	453.276	0.360
0.104	-49.559	-9.650	-2.182	-1.081	450.839	0.361
0.105	-49.540	-9.638	-2.215	-1.073	458.150	0.360
0.107	-49.547	-9.626	-2.247	-1.081	464.242	0.361
0.108	-49.553	-9.644	-2.264	-1.081	470.335	0.360
0.110	-49.534	-9.638	-2.288	-1.081	475.209	0.361
0.112	-49.534	-9.644	-2.313	-1.081	475.209	0.361
0.113	-49.522	-9.686	-2.337	-1.073	475.209	0.363
0.115	-49.510	-9.723	-2.362	-1.081	472.772	0.361
0.116	-49.504	-9.778	-2.387	-1.081	472.772	0.361
0.118	-49.504	-9.814	-2.419	-1.089	471.553	0.360
0.119	-49.504	-9.845	-2.452	-1.081	470.335	0.363
0.121	-49.516	-9.887	-2.477	-1.081	469.116	0.359
0.122	-49.498	-9.918	-2.501	-1.081	469.116	0.361
0.124	-49.498	-9.948	-2.518	-1.089	467.898	0.361
0.126	-49.498	-9.973	-2.550	-1.089	466.679	0.360
0.127	-49.486	-10.009	-2.567	-1.081	466.679	0.360
0.129	-49.480	-10.027	-2.591	-1.089	466.679	0.364
0.130	-49.486	-10.046	-2.591	-1.081	465.461	0.361
0.132	-49.480	-10.070	-2.632	-1.089	464.242	0.363
0.133	-49.473	-10.088	-2.657	-1.089	464.242	0.361
0.135	-49.473	-10.107	-2.673	-1.081	463.024	0.361
0.136	-49.461	-10.119	-2.698	-1.089	461.805	0.361
0.138	-49.461	-10.143	-2.739	-1.081	460.587	0.361
0.139	-49.461	-10.161	-2.747	-1.073	461.805	0.360
0.141	-49.449	-10.167	-2.763	-1.073	460.587	0.363
0.143	-49.443	-10.186	-2.804	-1.081	459.368	0.361
0.144	-49.437	-10.186	-2.821	-1.081	458.150	0.364
0.146	-49.443	-10.210	-2.845	-1.081	456.931	0.363
0.147	-49.431	-10.222	-2.862	-1.081	455.713	0.363
0.149	-49.431	-10.228	-2.894	-1.081	458.150	0.363
0.150	-49.419	-10.228	-2.911	-1.073	455.713	0.363
0.152	-49.419	-10.234	-2.944	-1.089	455.713	0.364
0.153	-49.419	-10.253	-2.952	-1.089	455.713	0.364
0.155	-49.413	-10.253	-2.993	-1.089	453.276	0.363
0.157	-49.407	-10.259	-3.001	-1.089	453.276	0.364
0.158	-49.400	-10.265	-3.017	-1.081	453.276	0.365
0.160	-49.394	-10.283	-3.050	-1.081	450.839	0.363
0.161	-49.394	-10.283	-3.058	-1.081	450.839	0.365
