Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	48.536	36.883	5.976	4.128	1699.785	-1.149
0.002	48.524	36.919	5.976	4.136	1696.129	-1.150
0.003	48.524	36.968	5.976	4.128	1693.692	-1.149
0.005	48.536	37.011	5.993	4.136	1691.255	-1.150
0.006	48.536	37.059	5.985	4.128	1688.818	-1.150
0.008	48.530	37.114	5.993	4.120	1683.944	-1.150
0.009	48.530	37.108	6.009	4.120	1685.163	-1.149
0.011	48.536	37.108	6.001	4.128	1687.600	-1.149
0.012	48.536	37.139	6.001	4.145	1694.911	-1.149
0.014	48.536	37.169	6.009	4.128	1696.129	-1.150
0.015	48.536	37.212	6.009	4.120	1702.222	-1.149
0.017	48.536	37.230	6.017	4.120	1701.003	-1.150
0.019	48.530	37.260	6.001	4.128	1697.348	-1.150
0.020	48.530	37.285	6.017	4.136	1694.911	-1.150
0.022	48.524	37.315	6.017	4.136	1691.255	-1.151
0.023	48.530	37.321	6.017	4.128	1687.600	-1.150
0.025	48.530	37.346	6.034	4.128	1691.255	-1.150
0.026	48.524	37.364	6.017	4.136	1687.600	-1.149
0.028	48.530	37.382	6.017	4.136	1691.255	-1.150
0.029	48.536	37.394	6.025	4.120	1696.129	-1.150
0.031	48.524	37.406	6.034	4.136	1697.348	-1.149
0.033	48.524	37.413	6.034	4.136	1703.440	-1.150
0.034	48.524	37.437	6.042	4.128	1701.003	-1.147
0.036	48.530	37.437	6.034	4.120	1698.566	-1.149
0.037	48.530	37.455	6.042	4.128	1694.911	-1.149
0.039	48.524	37.455	6.058	4.128	1691.255	-1.149
0.040	48.518	37.480	6.042	4.128	1688.818	-1.150
0.042	48.518	37.455	6.058	4.145	1681.507	-1.150
0.043	48.524	37.400	6.058	4.136	1683.944	-1.150
0.045	48.518	37.327	6.058	4.128	1687.600	-1.150
0.046	48.524	37.315	6.058	4.128	1692.474	-1.149
0.048	48.518	37.327	6.066	4.128	1697.348	-1.150
0.050	48.512	37.358	6.066	4.136	1701.003	-1.150
0.051	48.518	37.358	6.075	4.128	1699.785	-1.152
0.053	48.512	37.315	6.075	4.128	1697.348	-1.151
0.054	48.518	37.321	6.075	4.128	1694.911	-1.149
0.056	48.518	37.346	6.091	4.120	1691.255	-1.151
0.057	48.512	37.340	6.083	4.128	1690.037	-1.151
0.059	48.505	37.291	6.083	4.136	1686.381	-1.151
0.060	48.463	37.309	6.075	4.128	1686.381	-1.151
0.062	48.499	37.327	6.091	4.128	1688.818	-1.151
0.064	48.505	37.309	6.083	4.128	1693.692	-1.151
0.065	48.505	37.279	6.091	4.128	1698.566	-1.151
0.067	48.512	37.297	6.099	4.128	1702.222	-1.151
0.068	48.518	37.309	6.091	4.136	1699.785	-1.150
0.070	48.512	37.279	6.091	4.145	1694.911	-1.151
0.071	48.505	37.236	6.091	4.136	1696.129	-1.151
0.073	48.505	37.206	6.099	4.128	1692.474	-1.152
0.074	48.505	37.230	6.107	4.136	1688.818	-1.151
0.076	48.493	37.266	6.099	4.128	1681.507	-1.152
0.077	5.522	37.279	6.075	4.136	1681.507	-1.155
0.079	-0.213	37.242	6.042	4.136	1687.600	-1.149
0.081	-0.469	37.206	5.993	4.128	1692.474	-1.147
0.082	-0.481	37.199	5.960	4.145	1696.129	-1.151
0.084	31.178	37.212	5.985	4.120	1702.222	-1.149
0.085	47.592	37.254	5.944	4.136	1702.222	-1.149
0.087	48.432	37.248	5.952	4.128	1701.003	-1.150
0.088	48.493	37.212	5.944	4.128	1694.911	-1.153
0.090	48.505	37.157	5.960	4.128	1692.474	-1.151
0.091	48.499	37.193	5.968	4.136	1691.255	-1.150
0.093	48.518	37.218	5.968	4.136	1687.600	-1.151
0.095	48.518	37.230	5.968	4.145	1686.381	-1.152
0.096	48.518	37.193	5.968	4.128	1688.818	-1.152
0.098	48.512	37.163	5.968	4.128	1696.129	-1.150
0.099	48.530	37.139	5.985	4.136	1697.348	-1.151
0.101	48.524	37.169	5.993	4.128	1702.222	-1.152
0.102	48.524	37.212	6.001	4.136	1701.003	-1.151
0.104	48.518	37.199	5.993	4.136	1698.566	-1.152
0.105	48.518	37.157	6.001	4.120	1696.129	-1.151
0.107	48.524	37.102	6.001	4.128	1692.474	-1.152
0.108	48.524	37.139	6.001	4.128	1688.818	-1.150
0.110	48.518	37.169	6.009	4.145	1688.818	-1.151
0.112	48.524	37.199	6.001	4.128	1685.163	-1.152
0.113	48.518	37.175	6.017	4.136	1685.163	-1.152
0.115	48.518	37.157	6.017	4.145	1691.255	-1.152
0.116	48.518	37.181	6.034	4.136	1693.692	-1.150
0.118	48.512	37.175	6.009	4.145	1699.785	-1.151
0.119	48.518	37.126	6.017	4.153	1701.003	-1.150
0.121	48.518	37.157	6.034	4.128	1699.785	-1.151
0.122	48.518	37.187	6.034	4.145	1696.129	-1.150
0.124	48.512	37.163	6.042	4.128	1692.474	-1.151
0.126	48.512	37.120	6.034	4.136	1691.255	-1.151
0.127	48.518	37.066	6.042	4.136	1686.381	-1.152
