Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-27.957	-27.665	-5.442	-3.022	1261.131	0.809
0.002	-0.852	-27.683	-5.434	-3.014	1259.912	0.812
0.003	0.426	-27.714	-5.384	-3.022	1251.383	0.802
0.005	0.493	-27.708	-5.368	-3.022	1255.038	0.807
0.006	0.481	-27.683	-5.327	-3.022	1261.131	0.806
0.008	0.487	-27.702	-5.294	-3.022	1269.660	0.808
0.009	0.475	-27.690	-5.262	-3.014	1272.097	0.808
0.011	0.469	-27.696	-5.229	-3.022	1273.315	0.807
0.012	0.469	-27.683	-5.204	-3.022	1270.878	0.809
0.014	0.475	-27.708	-5.172	-3.014	1267.223	0.807
0.015	0.469	-27.708	-5.147	-3.014	1268.441	0.809
0.017	0.475	-27.690	-5.122	-3.006	1266.005	0.809
0.019	0.469	-27.690	-5.090	-3.014	1264.786	0.807
0.020	0.463	-27.720	-5.073	-3.022	1259.912	0.807
0.022	0.457	-27.726	-5.032	-3.022	1259.912	0.809
0.023	0.451	-27.708	-5.008	-3.014	1257.475	0.809
0.025	0.457	-27.702	-4.991	-3.022	1248.946	0.807
0.026	0.457	-27.665	-4.959	-3.014	1252.601	0.809
0.028	0.451	-27.690	-4.942	-3.022	1255.038	0.807
0.029	0.444	-27.714	-4.918	-3.014	1261.131	0.809
0.031	0.444	-27.714	-4.885	-3.022	1267.223	0.808
0.033	0.438	-27.677	-4.860	-3.006	1273.315	0.811
0.034	0.438	-27.702	-4.844	-3.031	1273.315	0.809
0.036	0.432	-27.720	-4.811	-3.014	1270.878	0.808
0.037	0.426	-27.708	-4.803	-3.014	1270.878	0.807
0.039	0.438	-27.683	-4.770	-3.014	1264.786	0.808
0.040	0.432	-27.708	-4.737	-3.014	1264.786	0.807
0.042	0.432	-27.714	-4.713	-3.014	1263.568	0.808
0.043	0.432	-27.702	-4.705	-3.022	1262.349	0.808
0.045	0.420	-27.690	-4.672	-3.014	1257.475	0.806
0.046	0.420	-27.708	-4.655	-3.006	1255.038	0.808
0.048	0.420	-27.726	-4.631	-3.014	1253.820	0.806
0.050	0.414	-27.714	-4.615	-3.014	1255.038	0.808
0.051	0.426	-27.702	-4.582	-3.014	1255.038	0.806
0.053	0.420	-27.671	-4.565	-3.022	1262.349	0.807
0.054	0.408	-27.683	-4.549	-3.031	1267.223	0.807
0.056	0.402	-27.714	-4.533	-3.006	1273.315	0.807
0.057	0.408	-27.714	-4.508	-3.014	1274.534	0.807
0.059	0.402	-27.690	-4.483	-3.006	1270.878	0.807
0.060	0.414	-27.696	-4.467	-3.031	1268.441	0.808
0.062	0.396	-27.702	-4.443	-3.006	1266.005	0.807
0.064	4.627	-27.702	-4.402	-3.014	1284.282	0.814
0.065	0.548	-27.671	-4.385	-3.022	1263.568	0.807
0.067	0.365	-27.696	-4.361	-3.014	1257.475	0.802
0.068	0.371	-27.726	-4.352	-3.006	1257.475	0.807
0.070	0.365	-27.714	-4.320	-3.014	1259.912	0.809
0.071	0.371	-27.690	-4.303	-3.006	1251.383	0.807
0.073	0.365	-27.683	-4.279	-3.014	1253.820	0.806
0.074	0.371	-27.665	-4.246	-3.014	1255.038	0.807
0.076	0.377	-27.702	-4.238	-3.014	1262.349	0.807
0.077	0.365	-27.720	-4.221	-3.022	1266.005	0.807
0.079	0.371	-27.720	-4.205	-3.014	1272.097	0.807
0.081	0.359	-27.690	-4.172	-3.014	1272.097	0.805
0.082	0.365	-27.720	-4.148	-3.014	1270.878	0.805
0.084	0.353	-27.696	-4.131	-3.014	1267.223	0.806
0.085	0.359	-27.714	-4.107	-3.022	1264.786	0.806
0.087	0.353	-27.696	-4.107	-3.014	1263.568	0.803
0.088	0.353	-27.732	-4.074	-3.022	1263.568	0.803
0.090	0.359	-27.720	-4.058	-3.006	1259.912	0.802
0.091	0.353	-27.708	-4.033	-3.022	1258.694	0.805
0.093	0.347	-27.708	-4.017	-3.022	1256.257	0.805
0.095	0.353	-27.665	-3.992	-3.031	1255.038	0.806
0.096	0.341	-27.696	-3.984	-3.022	1255.038	0.803
0.098	0.341	-27.726	-3.943	-3.006	1256.257	0.805
0.099	0.341	-27.720	-3.943	-3.014	1262.349	0.805
0.101	0.347	-27.690	-3.918	-3.006	1267.223	0.805
0.102	0.335	-27.708	-3.886	-3.022	1273.315	0.805
0.104	0.329	-27.726	-3.869	-3.022	1273.315	0.801
0.105	0.335	-27.708	-3.853	-2.998	1272.097	0.803
0.107	0.335	-27.696	-3.845	-3.022	1269.660	0.803
0.108	0.335	-27.714	-3.820	-3.022	1266.005	0.803
0.110	0.329	-27.720	-3.804	-3.006	1264.786	0.803
0.112	0.329	-27.696	-3.787	-3.006	1262.349	0.805
0.113	0.323	-27.683	-3.754	-3.022	1261.131	0.805
0.115	0.323	-27.714	-3.738	-3.014	1258.694	0.803
0.116	0.329	-27.702	-3.722	-3.014	1257.475	0.803
0.118	0.323	-27.683	-3.714	-3.022	1248.946	0.803
0.119	0.323	-27.690	-3.673	-3.022	1252.601	0.803
0.121	0.317	-27.720	-3.673	-3.022	1257.475	0.805
0.122	0.311	-27.708	-3.648	-3.014	1262.349	0.802
0.124	0.524	-27.690	-3.632	-3.014	1267.223	0.803
0.126	-45.839	-27.690	-3.664	-3.014	1275.752	0.808
0.127	-49.133	-27.708	-3.681	-3.014	1275.752	0.806
0.129	-49.266	-27.714	-3.705	-3.022	1270.878	0.802
0.130	-49.279	-27.683	-3.738	-3.022	1266.005	0.801
0.132	-49.291	-27.690	-3.738	-3.014	1264.786	0.800
0.133	-49.291	-27.726	-3.779	-3.006	1263.568	0.802
0.135	-49.297	-27.696	-3.787	-3.014	1259.912	0.802
0.136	-49.291	-27.677	-3.804	-3.014	1259.912	0.802
0.138	-49.291	-27.708	-3.828	-3.031	1256.257	0.801
0.139	-49.291	-27.714	-3.845	-3.014	1256.257	0.802
0.141	-49.297	-27.708	-3.853	-3.006	1256.257	0.800
0.143	-49.291	-27.683	-3.869	-3.014	1255.038	0.800
0.144	-49.291	-27.702	-3.902	-3.022	1258.694	0.803
0.146	-49.291	-27.702	-3.918	-3.014	1264.786	0.801
0.147	-49.285	-27.690	-3.927	-3.006	1270.878	0.801
0.149	-49.279	-27.683	-3.943	-2.998	1274.534	0.801
0.150	-49.266	-27.708	-3.951	-3.006	1273.315	0.800
0.152	-49.236	-27.726	-3.976	-3.006	1269.660	0.800
0.153	-49.273	-27.708	-3.984	-3.014	1269.660	0.802
0.155	-49.279	-27.696	-3.992	-3.014	1266.005	0.800
0.157	-49.291	-27.720	-4.025	-3.006	1264.786	0.801
0.158	-49.279	-27.708	-4.033	-3.014	1264.786	0.800
0.160	-49.279	-27.696	-4.049	-3.014	1261.131	0.802
0.161	-49.279	-27.702	-4.066	-3.014	1259.912	0.800
0.163	-49.285	-27.708	-4.074	-3.014	1256.257	0.800
