Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	49.473	10.837	2.675	1.286	500.797	-0.486
0.002	49.467	10.831	2.700	1.278	506.889	-0.487
0.003	49.461	10.831	2.725	1.278	516.637	-0.487
0.005	49.455	10.837	2.765	1.286	512.982	-0.486
0.006	49.455	10.837	2.790	1.286	514.200	-0.487
0.008	49.461	10.831	2.806	1.278	511.763	-0.487
0.009	49.461	10.837	2.839	1.278	511.763	-0.488
0.011	49.455	10.837	2.872	1.286	510.545	-0.486
0.012	49.449	10.837	2.897	1.278	509.326	-0.487
0.014	49.443	10.831	2.913	1.294	508.108	-0.487
0.015	49.443	10.837	2.937	1.294	506.889	-0.486
0.017	49.437	10.831	2.954	1.278	506.889	-0.487
0.019	49.431	10.831	2.995	1.278	505.671	-0.489
0.020	3.738	10.843	2.970	1.286	483.738	-0.486
0.022	-0.037	10.837	2.962	1.278	508.108	-0.483
0.023	-0.231	10.843	2.929	1.278	506.889	-0.486
0.025	-0.244	10.837	2.929	1.286	503.234	-0.488
0.026	-0.237	10.831	2.897	1.286	502.015	-0.486
0.028	-0.231	10.831	2.872	1.270	502.015	-0.486
0.029	-0.244	10.837	2.856	1.278	500.797	-0.487
0.031	-0.250	10.831	2.856	1.286	500.797	-0.486
0.033	-0.244	10.837	2.847	1.286	499.578	-0.488
0.034	-0.231	10.831	2.831	1.270	499.578	-0.486
0.036	-0.244	10.843	2.823	1.286	497.141	-0.487
0.037	-0.237	10.843	2.782	1.278	499.578	-0.486
0.039	-0.244	10.831	2.790	1.286	494.704	-0.487
0.040	-0.231	10.843	2.774	1.278	497.141	-0.488
0.042	-0.231	10.831	2.765	1.286	494.704	-0.488
0.043	-0.237	10.843	2.749	1.302	495.923	-0.488
0.045	-0.237	10.837	2.733	1.294	493.486	-0.486
0.046	-0.237	10.837	2.733	1.286	492.267	-0.488
0.048	-0.244	10.837	2.725	1.294	493.486	-0.487
0.050	-0.231	10.831	2.708	1.278	491.049	-0.488
0.051	-0.231	10.837	2.692	1.286	492.267	-0.487
0.053	-0.231	10.843	2.684	1.286	489.830	-0.486
0.054	-0.231	10.837	2.667	1.286	488.612	-0.487
0.056	-0.225	10.843	2.659	1.278	492.267	-0.486
0.057	-0.225	10.837	2.651	1.278	493.486	-0.486
0.059	-0.219	10.837	2.643	1.286	499.578	-0.487
0.060	-0.225	10.831	2.626	1.286	504.452	-0.486
0.062	-0.225	10.837	2.618	1.294	510.545	-0.484
0.064	-0.225	10.843	2.602	1.286	516.637	-0.487
0.065	-0.219	10.837	2.610	1.286	516.637	-0.486
0.067	-0.219	10.837	2.585	1.270	512.982	-0.486
0.068	-0.225	10.843	2.585	1.286	511.763	-0.486
0.070	-0.225	10.837	2.561	1.286	510.545	-0.484
0.071	-0.213	10.843	2.553	1.270	511.763	-0.487
0.073	-0.219	10.831	2.553	1.286	509.326	-0.487
0.074	-0.219	10.837	2.544	1.286	511.763	-0.486
0.076	-0.213	10.837	2.528	1.286	509.326	-0.484
0.077	-0.219	10.843	2.528	1.286	506.889	-0.486
0.079	-0.219	10.843	2.512	1.286	506.889	-0.484
0.081	-0.213	10.837	2.495	1.286	505.671	-0.486
0.082	-0.213	10.837	2.503	1.294	506.889	-0.486
0.084	-0.213	10.843	2.487	1.286	503.234	-0.487
0.085	-0.219	10.843	2.487	1.278	504.452	-0.487
0.087	-0.207	10.843	2.462	1.278	503.234	-0.486
0.088	-0.213	10.837	2.462	1.294	502.015	-0.487
0.090	37.279	10.837	2.512	1.278	503.234	-0.478
0.091	48.804	10.837	2.495	1.278	489.830	-0.481
0.093	49.413	10.843	2.536	1.286	506.889	-0.484
0.095	49.461	10.837	2.585	1.286	500.797	-0.489
0.096	49.473	10.843	2.610	1.286	497.141	-0.484
0.098	49.473	10.837	2.634	1.270	497.141	-0.484
0.099	49.480	10.843	2.675	1.286	499.578	-0.486
0.101	49.467	10.843	2.692	1.278	493.486	-0.486
0.102	49.467	10.843	2.733	1.278	495.923	-0.489
0.104	49.461	10.843	2.765	1.286	492.267	-0.487
0.105	49.455	10.837	2.782	1.286	493.486	-0.487
0.107	49.449	10.837	2.815	1.278	492.267	-0.486
0.108	49.461	10.843	2.847	1.278	492.267	-0.486
0.110	49.455	10.837	2.864	1.270	492.267	-0.486
0.112	49.443	10.837	2.897	1.278	489.830	-0.486
0.113	49.443	10.843	2.913	1.286	484.956	-0.486
0.115	49.443	10.837	2.946	1.286	488.612	-0.487
0.116	49.431	10.837	2.970	1.286	497.141	-0.487
0.118	24.627	10.843	2.921	1.286	521.511	-0.486
0.119	0.956	10.843	2.946	1.286	520.293	-0.487
0.121	-0.170	10.831	2.929	1.286	514.200	-0.488
0.122	-0.237	10.843	2.929	1.286	510.545	-0.487
0.124	-0.237	10.837	2.897	1.278	512.982	-0.486
0.126	-0.244	10.843	2.880	1.278	512.982	-0.488
0.127	-0.237	10.849	2.872	1.286	512.982	-0.489
0.129	-0.237	10.849	2.847	1.278	510.545	-0.487
0.130	-0.244	10.843	2.839	1.270	510.545	-0.486
0.132	-0.237	10.843	2.823	1.286	510.545	-0.487
0.133	-0.244	10.843	2.815	1.286	508.108	-0.486
0.135	-0.237	10.843	2.798	1.286	506.889	-0.488
0.136	-0.244	10.843	2.782	1.286	506.889	-0.488
0.138	-0.231	10.837	2.774	1.278	503.234	-0.488
0.139	-0.225	10.843	2.757	1.278	505.671	-0.489
0.141	-0.237	10.843	2.741	1.294	503.234	-0.487
0.143	-0.244	10.837	2.749	1.286	502.015	-0.489
