Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-0.146	2.892	1.447	0.360	146.218	-0.256
0.002	-0.134	2.886	1.447	0.360	146.218	-0.257
0.003	-0.140	2.892	1.439	0.352	147.437	-0.257
0.005	-0.140	2.892	1.430	0.352	145.000	-0.257
0.006	-0.140	2.886	1.447	0.360	145.000	-0.257
0.008	-0.140	2.892	1.430	0.352	143.781	-0.257
0.009	-0.152	2.892	1.422	0.352	145.000	-0.257
0.011	-0.134	2.886	1.406	0.360	146.218	-0.256
0.012	-0.140	2.886	1.422	0.352	143.781	-0.256
0.014	-0.134	2.892	1.422	0.352	143.781	-0.259
0.015	-0.140	2.892	1.414	0.360	143.781	-0.257
0.017	-0.140	2.886	1.422	0.360	142.563	-0.257
0.019	-0.134	2.892	1.398	0.352	143.781	-0.256
0.020	-0.134	2.898	1.406	0.360	143.781	-0.255
0.022	-0.134	2.886	1.406	0.369	143.781	-0.259
0.023	-0.134	2.892	1.406	0.369	140.126	-0.257
0.025	-0.134	2.886	1.398	0.360	142.563	-0.256
0.026	-0.134	2.892	1.398	0.352	142.563	-0.256
0.028	-0.134	2.892	1.381	0.360	141.344	-0.257
0.029	-0.134	2.892	1.389	0.360	142.563	-0.257
0.031	-0.134	2.898	1.389	0.352	142.563	-0.256
0.033	-0.140	2.892	1.373	0.344	142.563	-0.256
0.034	-0.128	2.892	1.389	0.360	142.563	-0.257
0.036	-0.128	2.886	1.389	0.360	140.126	-0.256
0.037	-0.134	2.898	1.389	0.352	140.126	-0.254
0.039	-0.140	2.892	1.373	0.344	138.907	-0.256
0.040	-0.134	2.898	1.365	0.352	141.344	-0.256
0.042	-0.128	2.892	1.373	0.360	138.907	-0.256
0.043	-0.134	2.898	1.357	0.360	141.344	-0.256
0.045	-0.122	2.892	1.365	0.360	140.126	-0.257
0.046	-0.134	2.886	1.348	0.360	138.907	-0.257
0.048	-0.128	2.898	1.357	0.360	138.907	-0.255
0.050	-0.122	2.898	1.357	0.360	140.126	-0.255
0.051	-0.122	2.892	1.348	0.352	138.907	-0.255
0.053	-0.134	2.898	1.348	0.360	140.126	-0.255
0.054	-0.128	2.898	1.348	0.360	137.689	-0.253
0.056	-0.134	2.898	1.340	0.352	140.126	-0.256
0.057	-0.128	2.892	1.340	0.360	137.689	-0.255
0.059	-0.134	2.892	1.348	0.352	137.689	-0.255
0.060	-0.128	2.898	1.332	0.360	136.470	-0.254
0.062	-0.128	2.898	1.332	0.352	137.689	-0.255
0.064	-0.128	2.886	1.332	0.360	136.470	-0.255
0.065	-0.122	2.898	1.332	0.352	136.470	-0.254
0.067	-0.128	2.892	1.332	0.352	137.689	-0.254
0.068	-0.128	2.898	1.324	0.360	135.252	-0.255
0.070	-0.128	2.892	1.332	0.352	135.252	-0.254
0.071	-0.134	2.898	1.324	0.352	135.252	-0.254
0.073	-0.128	2.898	1.316	0.369	136.470	-0.255
0.074	-0.128	2.898	1.316	0.360	135.252	-0.254
0.076	-0.128	2.898	1.316	0.360	134.033	-0.255
0.077	-0.128	2.898	1.316	0.360	134.033	-0.254
0.079	-0.128	2.898	1.307	0.360	134.033	-0.254
0.081	-0.128	2.892	1.307	0.360	135.252	-0.253
0.082	-0.128	2.892	1.307	0.360	134.033	-0.254
0.084	-0.116	2.904	1.307	0.360	136.470	-0.255
0.085	-0.122	2.898	1.291	0.369	135.252	-0.254
