Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A	RPM	Torque
0.000	-48.944	-36.359	-5.819	-3.956	1692.474	1.024
0.002	-48.956	-36.335	-5.819	-3.948	1690.037	1.019
0.003	-48.956	-36.304	-5.827	-3.948	1685.163	1.022
0.005	-48.962	-36.317	-5.835	-3.948	1682.726	1.023
0.006	-48.956	-36.353	-5.827	-3.948	1680.289	1.022
0.008	-48.938	-36.371	-5.827	-3.932	1677.852	1.021
0.009	-48.944	-36.353	-5.835	-3.948	1674.197	1.021
0.011	-48.950	-36.317	-5.835	-3.940	1675.415	1.022
0.012	-48.950	-36.317	-5.843	-3.948	1679.070	1.022
0.014	-48.950	-36.341	-5.851	-3.956	1685.163	1.023
0.015	-48.944	-36.371	-5.851	-3.948	1687.600	1.022
0.017	-48.944	-36.365	-5.851	-3.948	1690.037	1.021
0.019	-48.944	-36.341	-5.868	-3.948	1687.600	1.022
0.020	-48.944	-36.298	-5.851	-3.948	1686.381	1.022
0.022	-48.932	-36.323	-5.860	-3.948	1683.944	1.022
0.023	-48.938	-36.353	-5.868	-3.964	1681.507	1.019
0.025	-48.944	-36.384	-5.868	-3.956	1677.852	1.021
0.026	-48.944	-36.384	-5.860	-3.948	1682.726	1.021
0.028	-48.938	-36.359	-5.876	-3.948	1675.415	1.021
0.029	-48.944	-36.317	-5.876	-3.964	1680.289	1.021
0.031	-48.938	-36.353	-5.876	-3.948	1682.726	1.021
0.033	-48.950	-36.378	-5.884	-3.956	1690.037	1.019
0.034	-48.944	-36.402	-5.892	-3.964	1691.255	1.021
0.036	-48.938	-36.371	-5.884	-3.956	1688.818	1.021
0.037	-48.938	-36.359	-5.876	-3.956	1686.381	1.022
0.039	-48.944	-36.329	-5.892	-3.956	1683.944	1.022
0.040	-48.932	-36.365	-5.884	-3.948	1682.726	1.019
0.042	-48.932	-36.396	-5.901	-3.964	1679.070	1.022
0.043	-48.932	-36.420	-5.892	-3.956	1668.104	1.022
0.045	-48.932	-36.408	-5.892	-3.956	1671.760	1.021
0.046	-48.938	-36.378	-5.901	-3.956	1675.415	1.021
0.048	-48.938	-36.371	-5.892	-3.956	1680.289	1.021
0.050	-48.919	-36.390	-5.901	-3.948	1685.163	1.022
0.051	-48.932	-36.414	-5.909	-3.964	1690.037	1.023
0.053	-48.926	-36.408	-5.909	-3.956	1688.818	1.022
0.054	-48.932	-36.396	-5.917	-3.956	1686.381	1.019
0.056	-48.926	-36.353	-5.917	-3.964	1682.726	1.021
0.057	-48.919	-36.365	-5.917	-3.964	1680.289	1.022
0.059	-48.919	-36.396	-5.925	-3.948	1677.852	1.019
0.060	-48.932	-36.420	-5.925	-3.948	1676.634	1.019
0.062	-48.926	-36.408	-5.933	-3.948	1675.415	1.023
0.064	-48.919	-36.378	-5.917	-3.956	1677.852	1.019
0.065	-48.932	-36.341	-5.925	-3.948	1681.507	1.022
0.067	-48.926	-36.365	-5.941	-3.956	1687.600	1.021
0.068	-48.919	-36.378	-5.933	-3.956	1691.255	1.021
0.070	-48.913	-36.378	-5.941	-3.956	1691.255	1.021
0.071	-48.919	-36.347	-5.925	-3.948	1690.037	1.022
0.073	-48.913	-36.359	-5.941	-3.948	1685.163	1.023
0.074	-48.926	-36.378	-5.950	-3.940	1682.726	1.022
0.076	-48.926	-36.384	-5.950	-3.948	1679.070	1.021
0.077	-48.913	-36.347	-5.941	-3.940	1679.070	1.021
0.079	-48.913	-36.311	-5.950	-3.948	1672.978	1.021
0.081	-48.926	-36.311	-5.958	-3.948	1675.415	1.022
0.082	-48.913	-36.335	-5.941	-3.948	1680.289	1.021
0.084	-48.919	-36.359	-5.958	-3.956	1683.944	1.023
0.085	-48.913	-36.341	-5.974	-3.964	1688.818	1.022
0.087	-48.907	-36.323	-5.966	-3.948	1692.474	1.021
0.088	-48.913	-36.329	-5.974	-3.948	1688.818	1.023
0.090	-48.907	-36.353	-5.974	-3.940	1685.163	1.021
0.091	-48.919	-36.317	-5.966	-3.932	1681.507	1.022
0.093	-48.913	-36.268	-5.991	-3.948	1680.289	1.021
0.095	-48.913	-36.262	-5.974	-3.948	1676.634	1.019
0.096	-48.913	-36.286	-5.982	-3.948	1677.852	1.023
0.098	-48.907	-36.311	-5.974	-3.948	1677.852	1.022
0.099	-48.913	-36.317	-5.974	-3.940	1680.289	1.019
0.101	-48.907	-36.286	-5.982	-3.948	1686.381	1.022
0.102	-48.901	-36.244	-5.982	-3.940	1690.037	1.021
0.104	-48.913	-36.250	-5.991	-3.956	1690.037	1.019
0.105	-48.901	-36.274	-5.999	-3.948	1687.600	1.018
0.107	-48.907	-36.311	-5.999	-3.948	1686.381	1.022
0.108	-48.907	-36.292	-5.999	-3.948	1683.944	1.021
0.110	-48.901	-36.268	-5.999	-3.940	1679.070	1.021
0.112	-48.907	-36.225	-6.015	-3.940	1679.070	1.021
0.113	-48.901	-36.250	-6.015	-3.964	1671.760	1.023
0.115	-48.901	-36.286	-6.007	-3.948	1674.197	1.021
0.116	-48.913	-36.292	-6.023	-3.948	1679.070	1.022
0.118	-48.901	-36.274	-6.015	-3.948	1682.726	1.021
0.119	-48.895	-36.274	-6.015	-3.956	1685.163	1.021
0.121	-48.895	-36.311	-6.015	-3.932	1691.255	1.021
0.122	-48.907	-36.280	-6.015	-3.940	1686.381	1.021
0.124	-48.907	-36.250	-6.032	-3.940	1687.600	1.021
0.126	-48.901	-36.274	-6.023	-3.948	1685.163	1.021
0.127	-48.901	-36.298	-6.032	-3.948	1680.289	1.021
0.129	-48.889	-36.298	-6.023	-3.948	1680.289	1.022
0.130	-48.895	-36.256	-6.023	-3.948	1675.415	1.019
0.132	-48.901	-36.213	-6.023	-3.956	1674.197	1.022
0.133	-48.895	-36.231	-6.032	-3.940	1679.070	1.021
0.135	-48.895	-36.274	-6.032	-3.948	1682.726	1.021
0.136	-48.895	-36.298	-6.032	-3.948	1687.600	1.019
0.138	-48.895	-36.280	-6.023	-3.948	1690.037	1.021
0.139	-48.889	-36.262	-6.048	-3.948	1691.255	1.021
0.141	-48.895	-36.219	-6.040	-3.948	1687.600	1.019
0.143	-48.889	-36.250	-6.040	-3.948	1683.944	1.019
0.144	-48.895	-36.280	-6.048	-3.948	1680.289	1.021
0.146	-48.889	-36.280	-6.048	-3.956	1681.507	1.023
0.147	-48.895	-36.238	-6.056	-3.956	1677.852	1.022
0.149	-48.889	-36.262	-6.064	-3.940	1674.197	1.021
0.150	-48.889	-36.286	-6.056	-3.948	1675.415	1.021
0.152	-48.895	-36.262	-6.056	-3.948	1680.289	1.021
0.153	-48.889	-36.231	-6.073	-3.956	1682.726	1.021
0.155	-48.895	-36.262	-6.064	-3.948	1688.818	1.022
0.157	-48.901	-36.298	-6.056	-3.940	1688.818	1.021
0.158	-48.871	-36.268	-6.056	-3.956	1686.381	1.019
0.160	-48.895	-36.244	-6.056	-3.948	1683.944	1.021
0.161	-48.877	-36.201	-6.064	-3.964	1681.507	1.019
0.163	-17.577	-36.225	-6.032	-3.940	1677.852	1.018
0.164	-0.365	-36.262	-5.999	-3.940	1674.197	1.017
0.166	0.457	-36.274	-5.941	-3.948	1675.415	1.017
0.167	0.518	-36.238	-5.925	-3.948	1676.634	1.021
0.169	0.511	-36.201	-5.876	-3.964	1682.726	1.022
0.170	0.499	-36.195	-5.835	-3.956	1685.163	1.022
0.172	0.499	-36.225	-5.802	-3.940	1688.818	1.021
